#t s x y z curvature torsion
5 0 0.000755434711570917 0.000651401473004042 -0.000277250231433731 0.29500761620339 -0.000468830402355692
5.1 0.0759289892902505 0.0348638175780205 -0.0656013363949467 0.01429684863866 0.247947702278631 -0.000600264122036013
5.2 0.151483742658963 0.0700088649538482 -0.130960289696552 0.0284938069352928 0.194930039725008 -0.000879719052115499
5.3 0.226764136289617 0.105962635365313 -0.195622311216873 0.0423965775689277 0.138726747153142 -0.00156743313772114
5.4 0.301859815103223 0.142489325609623 -0.259791034829819 0.0560909846812454 0.0821779756846492 -0.00399462134303366
5.5 0.376850264635588 0.179355293235419 -0.323668210276143 0.0696620719287538 0.0281187086189281 -0.0301138163309983
5.6 0.451805592613157 0.216339079023272 -0.387445037941434 0.0831904507663975 0.0206747813595609 -0.0484687581282692
5.7 0.52678715549078 0.25324142946617 -0.451293503634108 0.0967486487311679 0.0615134011701756 -0.00472033858940194
5.8 0.601847268676772 0.289895319250005 -0.515357713363402 0.110397457725712 0.0918362891885803 -0.00183860184506829
5.9 0.677027447810513 0.32617597373407 -0.579745228117365 0.124182282301945 0.109222462955334 -0.00117499917438316
6 0.75235492945758 0.362010891431541 -0.644518398640852 0.138129487944654 0.111395912967117 -0.00111572726791362
6.1 0.827837675034851 0.397389643546277 -0.709685893127733 0.152242830602909 0.0972608940018587 -0.00160804061093115
6.2 0.903460418937395 0.432367876973525 -0.77519924068272 0.16650199866413 0.0699903054516119 -0.00354846806403463
6.3 0.979186251464216 0.467056603016709 -0.840962107121466 0.180866517282613 0.0336710435774969 -0.0172197769684005
6.4 1.05496184019177 0.501605689568135 -0.906844586540274 0.195281765150727 0.00778264606392376 -0.344678982536546
6.49999999999999 1.13072437705202 0.536187130345993 -0.972697685800035 0.209685072517902 0.0505564555007139 -0.0081095484229664
6.59999999999999 1.20640956201175 0.57097831413137 -1.03836780901015 0.224011819209612 0.0908613640280909 -0.00222251985711438
6.69999999999999 1.28195973525707 0.606145294005252 -1.10371124201248 0.238201532646371 0.124807357919763 -0.000833137499907057
6.79999999999999 1.35733119784778 0.641826056585534 -1.16860863686525 0.252203985862714 0.148331432219056 -0.000173419895973289
6.89999999999999 1.43249988635557 0.678113791264023 -1.23297949632701 0.26598529552619 0.15716755160158 0.000402270979946852
6.99999999999999 1.50746490998704 0.715040159443449 -1.29679665834053 0.279534019956349 0.146886462298343 0.00134432561998553
7.09999999999999 1.58224995239835 0.752558907068484 -1.36010048345507 0.292867131782827 0.114694397504749 0.00334559586307975
7.19999999999999 1.65690109703019 0.790538402801194 -1.42300531864438 0.306032731219996 0.0647087448032002 0.0115365029496714
7.29999999999999 1.73147965075579 0.828776833601564 -1.48568635505246 0.31910448552211 0.00304192475174956 5.36437395093771
7.39999999999999 1.8060560233855 0.867026325952452 -1.54835876213519 0.332172809055016 0.0639782726019365 0.0145668941194014
7.49999999999999 1.88070666620831 0.905017410378557 -1.61125652474014 0.345335918006957 0.129896804617589 0.00551978793977504
7.59999999999999 1.95551232778269 0.942483485965388 -1.67461128018645 0.358690885099386 0.188312319466681 0.00471710652639732
7.69999999999999 2.03055529688694 0.979185284878237 -1.73863115534475 0.372324694297767 0.233023946149269 0.00552740534235408
7.79999999999999 2.10591340650426 1.01493533688114 -1.80347960371696 0.386305295522388 0.258218519717029 0.00764520134939147
7.89999999999999 2.18164925633327 1.04962243385586 -1.8692542425162 0.400672659359162 0.258616690697875 0.0121712862427996
7.99999999999999 2.25779431197717 1.08323609432083 -1.93596568974666 0.415429831770439 0.229477988089016 0.0234117003261117
8.09999999999999 2.33432931511558 1.11589056197639 -2.00351679345234 0.430534163456197 0.168486735401727 0.0537511008699673
8.19999999999999 2.4111688749602 1.14783668893165 -2.0716920573567 0.445893080125173 0.0814677760529657 0.240324016009027
8.29999999999999 2.48816350693768 1.17944306466209 -2.14017294964846 0.461371379691261 0.0248763554504526 2.82053839697207
8.39999999999999 2.56511592701208 1.21116502964873 -2.20856340815829 0.476803070379841 0.144658403102133 0.114410107678049
8.49999999999999 2.64180617254065 1.2435132230437 -2.27641573770441 0.492003383484503 0.273019989036623 0.0554559506470912
8.59999999999999 2.71802235845452 1.27702213033563 -2.34325650743812 0.506780786123766 0.404770930096726 0.0477909571855954
8.69999999999999 2.79359305890077 1.31221863101522 -2.40861244818942 0.520948993997797 0.533770248289233 0.0516857648408751
8.79999999999999 2.8684164722208 1.34959054624062 -2.47203634981255 0.534338984145129 0.652131164775042 0.0622776628578008
8.89999999999999 2.94248076483074 1.38955518650302 -2.5331329585316 0.546811007699383 0.749903482011132 0.0801734589089288
8.99999999999999 3.01586963737172 1.43242789929202 -2.59158487428607 0.558266602645988 0.815545931401982 0.10899723973038
9.09999999999999 3.08874797857655 1.47839111421882 -2.64717807991775 0.568660397812109 0.839756185839419 0.144493746790464
9.19999999999999 3.16132660847336 1.52747632203749 -2.69981789823142 0.578006488920133 0.824641526116434 0.180598224486938
9.29999999999998 3.23381803139669 1.57957888586947 -2.74952065058152 0.586371036033234 0.777117679583218 0.219802071589135
9.39999999999998 3.30639983440742 1.63448578632626 -2.79639574333257 0.593859433064482 0.705696674630527 0.263364393628151
9.49999999999998 3.37919236972522 1.69190386408975 -2.84062738616097 0.600603268519172 0.619301657826308 0.310721626284155
9.59999999999998 3.45225182874592 1.75148806249251 -2.88245631035677 0.606747286237152 0.526286571884868 0.356587995302238
9.69999999999998 3.5255769146102 1.81286967009816 -2.9221614871254 0.612436346135149 0.433921129110831 0.383087248172456
9.79999999999998 3.59912571989147 1.87568456328164 -2.96004184588951 0.61780238494909 0.348291823521049 0.341094097852403
9.89999999999998 3.67283901433311 1.93960144880954 -2.99639799259066 0.622951376976437 0.274449750007022 0.114798471697145
9.99999999999998 3.74666656177348 2.00435010642046 -3.03151392799115 0.627950294818508 0.216898376795674 -0.500303737274932
10.1 3.82059365184686 2.0697491517045 -3.06563900034795 0.632814342443397 0.179516296793643 -1.41710701933383
10.2 3.89465880889236 2.13572132676239 -3.09897595176309 0.637501268584243 0.1621458131585 -2.03747101046568
10.3 3.96894930131178 2.20227713061277 -3.13168443309756 0.641923653296482 0.162998532038938 -1.95072530413776
10.4 4.04358592799623 2.26948597737903 -3.16389061256158 0.645968274850456 0.176014827646029 -1.44266512422899
10.5 4.11870527049441 2.33744687477541 -3.19569701867714 0.649515748944605 0.192043080730972 -0.973829217784824
10.6 4.19444000683977 2.40625910259306 -3.22719238324049 0.652460167918664 0.202385673291219 -0.694586512000685
10.7 4.27089721298009 2.4759928911861 -3.25846148428461 0.654728739966863 0.200120157596883 -0.606710064253559
10.8 4.34813465767363 2.54666009995771 -3.28959498904176 0.656301428351119 0.18004837033662 -0.756699811424936
10.9 4.42613554059882 2.61818489584619 -3.32069929690592 0.657230590614233 0.138857027479231 -1.5339225300313
11 4.5047828305136 2.69037443181104 -3.35190638239535 0.657660617793092 0.0805118697552016 -6.11956542912062
11.1 4.58383576108459 2.76289012078924 -3.38338345167471 0.657847147850485 0.082347202627094 -7.71345635014775
11.2 4.66292350986725 2.83523439187676 -3.4153377516289 0.658165208791267 0.196657843304186 -1.68333964322758
11.3 4.741578311518 2.90677674754357 -3.44800907387549 0.659089260207974 0.349160173125779 -0.645945504164725
11.4 4.81928999445026 2.97679530307382 -3.48165741132884 0.66116216451078 0.526982242747843 -0.337784851963237
11.5 4.89556884501034 3.04451892147624 -3.51655042832386 0.664963732376072 0.726960682987041 -0.208597113895019
11.6 4.97001395267508 3.10916934839463 -3.55295093073979 0.671079268195033 0.944953589415299 -0.141818274244706
