s,curvature,torsion
0,0.0458069691850925,0
0.0174911018462086,0.0373977004319152,0
0.0349789447220766,0.0286886156758273,0
0.0524643720459474,0.0199911880285625,0
0.0699482262202238,0.0116287143881543,0
0.0874313170613763,0.00403545905662711,0
0.104914390251571,0.00344903217580647,0
0.12239809564258,0.00885896727241787,0
0.139882955274065,0.0129028502991088,0
0.157369331015331,0.0151291195923735,0
0.174857391801954,0.0152175951053711,0
0.192347081328877,0.0130109382511937,0
0.209838106671876,0.00895442453750592,0
0.227329980665022,0.00368149974610291,0
0.244822085793912,0.00263302980118678,0
0.262313739282522,0.00863985678449055,0
0.279804258403836,0.0142561469823649,0
0.297293025789765,0.0188076592282069,0
0.314779554505103,0.0216971703974529,0
0.332263552695649,0.0223321262797268,0
0.349744987722367,0.0201201163206652,0
0.36722414842147,0.0147241168421893,0
0.384701670040982,0.00683127004310415,0
0.40217846528457,0.00264618837596493,0
0.419655619105891,0.0126965812057224,0
0.437134282798536,0.0224248032339509,0
0.454615568290144,0.0308748903762112,0
0.472100442023709,0.0371043779451113,0
0.489589617859599,0.040175307661769,0
0.507083448625886,0.039153948561852,0
0.52458181628087,0.0331095439117259,0
0.542084023716666,0.0215619716391621,0
0.559588754039928,0.00583128977678333,0
0.577094202812779,0.0123482596528901,0
0.594598280673239,0.0311944883049606,0
0.61209882054468,0.0489724849726003,0
0.629593784879613,0.0639241465472166,0
0.647081470776767,0.0742810448240841,0
0.664560711111488,0.0782603018926395,0
0.682031070619351,0.0740652153993604,0
0.699493037182926,0.0598912792751855,0
0.716948205355468,0.0348481129290237,0
0.734399330557331,0.00190193373089345,0
0.751850059345309,0.0358888605569326,0
0.769304540523488,0.0741152144498223,0
0.786767037971841,0.10929661058148,0
0.804241541498351,0.137736708826011,0
0.821731366577391,0.155792657081221,0
0.839238735704972,0.159884094270655,0
0.856764338155804,0.146487500624556,0
0.874306871063798,0.112108613209164,0
0.891862584096601,0.0551982695258598,0
0.909425130347842,0.0183547997102569,0
0.926986203800725,0.099988145979423,0
0.944536521866671,0.182291256961338,0
0.962066843836283,0.257216600565069,-0.0262558452313928
0.979568971555243,0.316650088630316,-0.0175943411805559
0.997036689011023,0.352218463634544,-0.0150610485504267
1.01446660692737,0.35525690616544,-0.016877966886219
1.03185889891211,0.316869155945564,-0.0263462678848857
1.04921794835351,0.228104185714569,-0.06772636228184
1.06655294743851,0.0851294953446917,0
1.08387798445279,0.0970686375206518,0
1.10121084211301,0.295809147351667,-0.0654632265236875
1.11857146874363,0.490245325347228,-0.0241777869585875
1.13598051967122,0.658942133817021,-0.0128962855477731
1.15345772373741,0.781541963849215,-0.00852534453366499
1.17101982410131,0.839230060608935,-0.00680764835934057
1.18867793504512,0.814971860202561,-0.00685780094555432
1.20643431183539,0.693197576170763,-0.00978788233508808
1.22427873203857,0.458709949902597,-0.0260547907256781
1.24218497478267,0.104331471472215,0
1.2601094587232,0.356132238496868,-0.0668151823548579
1.27799507991901,0.891566344011682,-0.0128424109699182
1.29577840114772,1.48649813771129,-0.00540246755758702
1.31339841403891,2.12111140449593,-0.00300034676660871
1.33080604186279,2.77024988411371,-0.00190520689434553
1.34797330927061,3.39788616633659,-0.00128914322546986
1.36490074342188,3.95348788668022,-0.000879116345593089
1.3816212067658,4.37313544968858,-0.000557503641776597
1.39819824168579,4.58799620008071,-0.000256489331453421
1.41471752153089,4.55105559647304,1.46780716540553e-005
1.43127177289432,4.28550446163069,0.000244259730249584
1.44794393015587,3.84653465007215,0.000472743958913006
1.46479455477425,3.2963974970904,0.000739618344855601
1.48185554898611,2.69203628123933,0.00110460795381601
1.49912981408111,2.07861037803692,0.00168936380017028
1.51659544138804,1.4891107216981,0.00281021255739492
1.53421271578769,0.947687986705052,0.00558471355607845
1.55193238089316,0.474228490791142,0.0168783048533038
1.56970395685164,0.0890720645144687,0
1.58748319888879,0.194960036028328,0.0516044166381119
1.60523707347164,0.383476776643785,0.0112621625624495
1.62294444045073,0.491616095537553,0.0066421215084529
1.64059459279842,0.531462628895025,0.0059347147317943
1.65818525797996,0.515018899149406,0.00664643114391549
1.67572048021711,0.454735156426458,0.00863454081890081
1.69320861507574,0.363744323077438,0.0128074719159925
1.71066054951535,0.255836632111995,0.0225499007994382
1.72808816501697,0.145284650538151,0
1.74550299106328,0.0467653834961504,0
1.76291497006796,0.0301014422664987,0
1.78033159673318,0.0818821184776727,0
1.79775794903871,0.113852378250364,0
1.81519703153681,0.128763170311697,0
1.83265009695898,0.129722566183027,0
1.85011695514024,0.119853597383807,0
1.86759628426205,0.102255564643932,0
1.88508595234305,0.0799968984918246,0
1.90258335142763,0.0561233947868059,0
1.92008574303054,0.0336822579155799,0
1.93759060763987,0.0152462114700216,0
1.95509590831788,0.00386419092947585,0
1.97260012780286,0.0117848675011721,0
1.99010221408183,0.0194814424972319,0
2.00760152035593,0.0245603032329607,0
2.02509774361271,0.0272742541615275,0
2.04259086242663,0.027980339953183,0
2.0600810744465,0.0270526085895387,0
2.07756873388679,0.0248680240453426,0
2.09505428921941,0.0218010936153154,0
2.11253822163699,0.018184565297678,0
2.13002099613972,0.0142074390428381,0
2.14750304412124,0.010031856709178,0
2.16498475843037,0.00584651900048128,0
2.18246648901923,0.00209633079799937,0
