File,DropRatio,Points,MaxDist,MeanDist
BG0007_R_siphon_lab.vtk,0.2,32,0.02848713998792418,0.00795939447109656
BG0007_R_siphon_lab.vtk,0.30000000000000004,27,0.013618885968481417,0.00667561254375466
BG0007_R_siphon_lab.vtk,0.4,24,0.013718963413281368,0.006726376268830586
BG0007_R_siphon_lab.vtk,0.5,20,0.012708159225343046,0.007133826918217024
BG0007_R_siphon_lab.vtk,0.6,16,0.010771150313020006,0.006063443966176702
BG0007_R_siphon_lab.vtk,0.7000000000000001,14,0.009220093477466301,0.005029939618767367
BG0007_R_siphon_lab.vtk,0.8,10,0.004362700649787887,0.002744907656145873
BG0007_R_siphon_lab.vtk,0.9,7,0.001881623141090527,0.0014578208754002678
BG0008_L_siphon_lab.vtk,0.1,28,0.2234985183578524,0.05633729162396916
BG0008_L_siphon_lab.vtk,0.2,28,0.2234985183578524,0.05633729162396916
BG0008_L_siphon_lab.vtk,0.30000000000000004,28,0.2234985183578524,0.05633729162396916
BG0008_L_siphon_lab.vtk,0.4,25,0.2095842223131319,0.05290665622096568
BG0008_L_siphon_lab.vtk,0.5,22,0.14467138259599532,0.03689948498392292
BG0008_L_siphon_lab.vtk,0.6,17,0.058027730250074905,0.016794865062627156
BG0008_L_siphon_lab.vtk,0.7000000000000001,15,0.033568142523289435,0.010031496811878371
BG0008_L_siphon_lab.vtk,0.8,11,0.009184012291303723,0.003418270161319195
BG0008_L_siphon_lab.vtk,0.9,7,0.0012017754292122929,0.0007351762778427703
BG0008_R_siphon_lab.vtk,0.1,30,0.021839983679726484,0.011560916497023956
BG0008_R_siphon_lab.vtk,0.2,29,0.021824307578615823,0.011804804555571959
BG0008_R_siphon_lab.vtk,0.30000000000000004,28,0.021738335306735752,0.011990288273499919
BG0008_R_siphon_lab.vtk,0.4,27,0.02126268372414529,0.011746195860036559
BG0008_R_siphon_lab.vtk,0.5,26,0.023510708327295404,0.011171836353116804
BG0008_R_siphon_lab.vtk,0.6,22,0.022721293517966992,0.009555780453277936
BG0008_R_siphon_lab.vtk,0.7000000000000001,18,0.016136277756658463,0.007599365261265017
BG0008_R_siphon_lab.vtk,0.8,14,0.008147122514758687,0.004441561129147614
BG0008_R_siphon_lab.vtk,0.9,9,0.002443659460177161,0.001490247140106113
BG0009_L_siphon_lab.vtk,0.1,37,0.3797715663184639,0.12568722715836253
BG0009_L_siphon_lab.vtk,0.2,34,0.32557864707744166,0.11567301806157938
BG0009_L_siphon_lab.vtk,0.30000000000000004,30,0.23595663077908707,0.08997858423048204
BG0009_L_siphon_lab.vtk,0.4,26,0.15476895983149253,0.05956951000095363
BG0009_L_siphon_lab.vtk,0.5,21,0.0845561795409675,0.03531552942877265
BG0009_L_siphon_lab.vtk,0.6,18,0.05090111248986262,0.02254559884073748
BG0009_L_siphon_lab.vtk,0.7000000000000001,15,0.03070328886803797,0.014102435072314613
BG0009_L_siphon_lab.vtk,0.8,12,0.013619182287095577,0.00716380404970396
BG0009_L_siphon_lab.vtk,0.9,8,0.003415087357122648,0.002595331268724162
BG0009_R_siphon_lab.vtk,0.1,31,0.20202019597412146,0.043539932529129154
BG0009_R_siphon_lab.vtk,0.2,29,0.1963341324210186,0.046166134668924906
BG0009_R_siphon_lab.vtk,0.30000000000000004,24,0.10332049181589609,0.026557542358551317
BG0009_R_siphon_lab.vtk,0.4,19,0.01544681807784265,0.005960145172842585
BG0009_R_siphon_lab.vtk,0.5,17,0.009602116611970857,0.004244904226223013
BG0009_R_siphon_lab.vtk,0.6,13,0.0031639309843891628,0.0016909256102874896
BG0009_R_siphon_lab.vtk,0.7000000000000001,11,0.002278061462841874,0.0010153272545985325
BG0009_R_siphon_lab.vtk,0.8,9,0.0009918057916669665,0.0005502718440655932
BG0009_R_siphon_lab.vtk,0.9,5,0.00020656411847716494,0.00011917672519987064
BG0010_L_siphon_lab.vtk,0.1,42,0.5217593247125258,0.1842626354087128
BG0010_L_siphon_lab.vtk,0.2,42,0.5217593247125258,0.1842626354087128
BG0010_L_siphon_lab.vtk,0.30000000000000004,37,0.4259841991231158,0.17140720421625172
BG0010_L_siphon_lab.vtk,0.4,32,0.31495277836618285,0.13928255794696098
BG0010_L_siphon_lab.vtk,0.5,20,0.08215656548225975,0.02583274407656779
BG0010_L_siphon_lab.vtk,0.6,15,0.01883382408931311,0.0057372355303707545
BG0010_L_siphon_lab.vtk,0.7000000000000001,11,0.0018488890373558886,0.0009285106670884916
BG0010_L_siphon_lab.vtk,0.8,9,0.0009891439520756107,0.0005478999178493704
BG0010_L_siphon_lab.vtk,0.9,5,9.142889928415165e-05,5.7694982458701694e-05
BG0010_R_siphon_lab.vtk,0.1,35,0.3576811770573114,0.15477967848697366
BG0010_R_siphon_lab.vtk,0.2,32,0.29604261911559726,0.1318118085368294
BG0010_R_siphon_lab.vtk,0.30000000000000004,30,0.262160405056999,0.11570554692865796
BG0010_R_siphon_lab.vtk,0.4,24,0.1564855021408047,0.07025779132448808
BG0010_R_siphon_lab.vtk,0.5,21,0.11154148785547002,0.050738877062333834
BG0010_R_siphon_lab.vtk,0.6,17,0.06246736545062348,0.0302975420551109
BG0010_R_siphon_lab.vtk,0.7000000000000001,14,0.03393469820038447,0.018151026976955923
BG0010_R_siphon_lab.vtk,0.8,11,0.016792988713594303,0.009228481786049292
BG0010_R_siphon_lab.vtk,0.9,7,0.004011980849274233,0.0027325721799924796
BG0011_L_siphon_lab.vtk,0.1,34,0.23649372246576678,0.11309321132480685
BG0011_L_siphon_lab.vtk,0.2,26,0.18357082183419204,0.06256664464750541
BG0011_L_siphon_lab.vtk,0.30000000000000004,20,0.10333992432546191,0.03905989435875598
BG0011_L_siphon_lab.vtk,0.4,17,0.06426332592136252,0.02580398362345214
BG0011_L_siphon_lab.vtk,0.5,13,0.031533709278800726,0.014993899679280966
BG0011_L_siphon_lab.vtk,0.6,11,0.022043898322922917,0.010238934440378968
BG0011_L_siphon_lab.vtk,0.7000000000000001,8,0.007674616909792931,0.004877698847702495
BG0011_L_siphon_lab.vtk,0.8,6,0.003011173923534949,0.0019984219026578675
BG0011_L_siphon_lab.vtk,0.9,4,0.0005465770426551358,0.000343479540547368
BG0011_R_siphon_lab.vtk,0.1,31,0.4313467029851329,0.12544188738361384
BG0011_R_siphon_lab.vtk,0.2,22,0.10212980896310841,0.031530795857732836
BG0011_R_siphon_lab.vtk,0.30000000000000004,19,0.0575708677096306,0.018560608646814275
BG0011_R_siphon_lab.vtk,0.4,15,0.019190709493834945,0.006596016451736501
BG0011_R_siphon_lab.vtk,0.5,13,0.007943135670427037,0.0032413246002353834
BG0011_R_siphon_lab.vtk,0.6,10,0.0027579869803093793,0.0013424028525028434
BG0011_R_siphon_lab.vtk,0.7000000000000001,9,0.0012695910590856396,0.0006888334001151739
BG0011_R_siphon_lab.vtk,0.8,7,0.00015565885372272048,0.00012020040543199242
BG0011_R_siphon_lab.vtk,0.9,4,5.4126827501971286e-05,3.272877025273235e-05
BG0012_L_siphon_lab.vtk,0.1,29,0.0814029635030403,0.02174913519601263
BG0012_L_siphon_lab.vtk,0.2,29,0.0814029635030403,0.02174913519601263
BG0012_L_siphon_lab.vtk,0.30000000000000004,29,0.0814029635030403,0.02174913519601263
BG0012_L_siphon_lab.vtk,0.4,29,0.0814029635030403,0.02174913519601263
BG0012_L_siphon_lab.vtk,0.5,26,0.0628063410254763,0.018287126688905146
BG0012_L_siphon_lab.vtk,0.6,19,0.01377584080094861,0.004734688636256398
BG0012_L_siphon_lab.vtk,0.7000000000000001,16,0.006556800886236516,0.002251078174491608
BG0012_L_siphon_lab.vtk,0.8,12,0.002451721790891273,0.0010442338537621427
BG0012_L_siphon_lab.vtk,0.9,8,0.0004820213396831835,0.0003214797351124908
BG0012_R_siphon_lab.vtk,0.1,32,0.07074190837751931,0.024877362262671766
BG0012_R_siphon_lab.vtk,0.2,28,0.04149828672622727,0.015635131468972774
BG0012_R_siphon_lab.vtk,0.30000000000000004,25,0.027291749769406848,0.01086449449950563
BG0012_R_siphon_lab.vtk,0.4,22,0.01980705910593747,0.008162705798839367
BG0012_R_siphon_lab.vtk,0.5,18,0.010328478885105519,0.0047156956402006605
BG0012_R_siphon_lab.vtk,0.6,16,0.007607176510646449,0.00342610984652537
BG0012_R_siphon_lab.vtk,0.7000000000000001,13,0.003816275577925604,0.0019805954818031056
BG0012_R_siphon_lab.vtk,0.8,11,0.002272180295622775,0.0012421528460762814
BG0012_R_siphon_lab.vtk,0.9,7,0.0003730383850040278,0.00028326616425259575
BG0017_L_siphon_lab.vtk,0.1,37,0.41487907604107654,0.1426451195806725
BG0017_L_siphon_lab.vtk,0.2,31,0.2606530876965524,0.0865648870281774
BG0017_L_siphon_lab.vtk,0.30000000000000004,28,0.1854765736320878,0.06062264442445396
BG0017_L_siphon_lab.vtk,0.4,24,0.11031531779436038,0.03705595676994904
BG0017_L_siphon_lab.vtk,0.5,20,0.05652732172395841,0.020215161051030144
BG0017_L_siphon_lab.vtk,0.6,18,0.03917731355722115,0.014181342993855373
BG0017_L_siphon_lab.vtk,0.7000000000000001,14,0.015112194945562596,0.006082831462757838
BG0017_L_siphon_lab.vtk,0.8,11,0.005220114107154533,0.002560203922846255
BG0017_L_siphon_lab.vtk,0.9,8,0.0011952473665965413,0.0008505569602314511
BG0017_R_siphon_lab.vtk,0.1,32,0.35847591555852665,0.08225339575474083
BG0017_R_siphon_lab.vtk,0.2,27,0.15344901855943827,0.03623475945029369
BG0017_R_siphon_lab.vtk,0.30000000000000004,23,0.06463326948219683,0.0201089231278783
BG0017_R_siphon_lab.vtk,0.4,20,0.029525818310552565,0.01200719488595953
BG0017_R_siphon_lab.vtk,0.5,17,0.01535022298071631,0.006930546256092067
BG0017_R_siphon_lab.vtk,0.6,13,0.006469513300733976,0.0026657783098151316
BG0017_R_siphon_lab.vtk,0.7000000000000001,11,0.005449623989854657,0.0028276918798312563
BG0017_R_siphon_lab.vtk,0.8,9,0.0017382530241597527,0.0009396298555065965
BG0017_R_siphon_lab.vtk,0.9,6,0.0007858199107582398,0.0004993245013620538
BG0018_L_siphon_lab.vtk,0.1,36,0.7068193295681566,0.22774487223782383
BG0018_L_siphon_lab.vtk,0.2,30,0.40628535540635513,0.13293303094515593
BG0018_L_siphon_lab.vtk,0.30000000000000004,25,0.2386374280176592,0.0821217871700985
BG0018_L_siphon_lab.vtk,0.4,20,0.10707893563873427,0.03991059195935883
BG0018_L_siphon_lab.vtk,0.5,16,0.04905192394757252,0.021146615632865823
BG0018_L_siphon_lab.vtk,0.6,14,0.033496352048803746,0.014001588751316648
BG0018_L_siphon_lab.vtk,0.7000000000000001,12,0.01684633361927179,0.008554526842557844
BG0018_L_siphon_lab.vtk,0.8,9,0.005870200861424535,0.003736252495965325
BG0018_L_siphon_lab.vtk,0.9,6,0.001294389294448861,0.0010892444896985418
BG0018_R_siphon_lab.vtk,0.1,32,0.34761802399580466,0.1292472124437256
BG0018_R_siphon_lab.vtk,0.2,32,0.34761802399580466,0.1292472124437256
BG0018_R_siphon_lab.vtk,0.30000000000000004,32,0.34761802399580466,0.1292472124437256
BG0018_R_siphon_lab.vtk,0.4,32,0.34761802399580466,0.1292472124437256
BG0018_R_siphon_lab.vtk,0.5,27,0.21542317064125394,0.08148728905797674
BG0018_R_siphon_lab.vtk,0.6,26,0.1936461104313787,0.07395546700129797
BG0018_R_siphon_lab.vtk,0.7000000000000001,19,0.06629124113847595,0.027406691603200955
BG0018_R_siphon_lab.vtk,0.8,14,0.02108633837357743,0.009652145606909496
BG0018_R_siphon_lab.vtk,0.9,9,0.003904447297761071,0.0024700881086209873
BG0019_L_siphon_lab.vtk,0.1,28,0.19652789951791838,0.059797291374682385
BG0019_L_siphon_lab.vtk,0.2,28,0.19652789951791838,0.059797291374682385
BG0019_L_siphon_lab.vtk,0.30000000000000004,23,0.08343813330053707,0.024683098001128664
BG0019_L_siphon_lab.vtk,0.4,20,0.0414778844990456,0.013136519909885744
BG0019_L_siphon_lab.vtk,0.5,17,0.017238167898019185,0.005993883484943205
BG0019_L_siphon_lab.vtk,0.6,15,0.010734355282294272,0.00345351058158321
BG0019_L_siphon_lab.vtk,0.7000000000000001,13,0.004766948763133827,0.001763812002162578
BG0019_L_siphon_lab.vtk,0.8,10,0.0009655061923415087,0.0004840986396818793
BG0019_L_siphon_lab.vtk,0.9,7,0.00023758631912944306,0.00014058349125122414
BG0019_R_siphon_lab.vtk,0.1,31,0.06793708452797897,0.023879898758381604
BG0019_R_siphon_lab.vtk,0.2,31,0.06793708452797897,0.023879898758381604
BG0019_R_siphon_lab.vtk,0.30000000000000004,25,0.04677356138029176,0.01778977403960397
BG0019_R_siphon_lab.vtk,0.4,21,0.031389460259966695,0.012186063127884405
BG0019_R_siphon_lab.vtk,0.5,19,0.024210663247060005,0.009700600061211291
BG0019_R_siphon_lab.vtk,0.6,16,0.01614242959834944,0.006954414281288118
BG0019_R_siphon_lab.vtk,0.7000000000000001,13,0.00823117416059893,0.0036373559555788184
BG0019_R_siphon_lab.vtk,0.8,11,0.00401955405999932,0.0021576199387449858
BG0019_R_siphon_lab.vtk,0.9,8,0.001600206455988129,0.0011333741000262507
BG0020_L_siphon_lab.vtk,0.1,39,0.1927345001869542,0.0759239171498804
BG0020_L_siphon_lab.vtk,0.2,31,0.13011011224261884,0.05187582284110953
BG0020_L_siphon_lab.vtk,0.30000000000000004,27,0.10096157489438096,0.03811170268265522
BG0020_L_siphon_lab.vtk,0.4,23,0.07994446445590875,0.028754523658570907
BG0020_L_siphon_lab.vtk,0.5,19,0.04336989029843705,0.014870770324299865
BG0020_L_siphon_lab.vtk,0.6,16,0.031752647286495725,0.011953322563206623
BG0020_L_siphon_lab.vtk,0.7000000000000001,13,0.015204474571149706,0.005954087560485825
BG0020_L_siphon_lab.vtk,0.8,10,0.004704867009012653,0.0022743017038530672
BG0020_L_siphon_lab.vtk,0.9,6,0.0005131593317435276,0.000392513639541192
BG0020_R_siphon_lab.vtk,0.1,27,0.10864701639640326,0.03248979082090758
BG0020_R_siphon_lab.vtk,0.2,22,0.05293947494799739,0.017091802053605717
BG0020_R_siphon_lab.vtk,0.30000000000000004,19,0.02826973586307352,0.010061529133070516
BG0020_R_siphon_lab.vtk,0.4,15,0.013092608034855735,0.004802535654850683
BG0020_R_siphon_lab.vtk,0.5,14,0.006585266663797579,0.003398752459270331
BG0020_R_siphon_lab.vtk,0.6,11,0.002351824086137988,0.0011487540804235028
BG0020_R_siphon_lab.vtk,0.7000000000000001,8,0.0009699816123433236,0.0004057870018099529
BG0020_R_siphon_lab.vtk,0.8,7,0.0009692824842556791,0.000463328811645788
BG0020_R_siphon_lab.vtk,0.9,5,0.0001326028506637919,6.877811735472912e-05
BG0021_R_siphon_lab.vtk,0.1,32,0.25428540084823625,0.11046469844404631
BG0021_R_siphon_lab.vtk,0.2,28,0.2086703718411882,0.09774986686063517
BG0021_R_siphon_lab.vtk,0.30000000000000004,26,0.1827326730803278,0.08587807324040252
BG0021_R_siphon_lab.vtk,0.4,23,0.148491643800007,0.06742136671311652
BG0021_R_siphon_lab.vtk,0.5,19,0.09278250076139627,0.04421662057343619
BG0021_R_siphon_lab.vtk,0.6,16,0.05972498731411291,0.03000271437371979
BG0021_R_siphon_lab.vtk,0.7000000000000001,13,0.033016673068535396,0.017253949615791696
BG0021_R_siphon_lab.vtk,0.8,11,0.019779596496261487,0.01118539135354349
BG0021_R_siphon_lab.vtk,0.9,7,0.004761284043099445,0.003113137486915165
BG0022_L_siphon_lab.vtk,0.1,27,0.2437521747463343,0.09001678057108746
BG0022_L_siphon_lab.vtk,0.2,27,0.2437521747463343,0.09001678057108746
BG0022_L_siphon_lab.vtk,0.30000000000000004,27,0.2437521747463343,0.09001678057108746
BG0022_L_siphon_lab.vtk,0.4,27,0.2437521747463343,0.09001678057108746
BG0022_L_siphon_lab.vtk,0.5,27,0.2437521747463343,0.09001678057108746
BG0022_L_siphon_lab.vtk,0.6,27,0.2437521747463343,0.09001678057108746
BG0022_L_siphon_lab.vtk,0.7000000000000001,23,0.19883259546039894,0.07826081436867911
BG0022_L_siphon_lab.vtk,0.8,16,0.0637740260739803,0.028555244141444936
BG0022_L_siphon_lab.vtk,0.9,11,0.01673855413015117,0.00969657984792331
BG0022_R_siphon_lab.vtk,0.1,31,0.01698757219632041,0.009075751239486163
BG0022_R_siphon_lab.vtk,0.2,31,0.01698757219632041,0.009075751239486163
BG0022_R_siphon_lab.vtk,0.30000000000000004,31,0.01698757219632041,0.009075751239486163
BG0022_R_siphon_lab.vtk,0.4,27,0.01785229418798845,0.008837639491220321
BG0022_R_siphon_lab.vtk,0.5,22,0.01846356250439074,0.006130110180720835
BG0022_R_siphon_lab.vtk,0.6,19,0.014157206546075218,0.004799341930022158
BG0022_R_siphon_lab.vtk,0.7000000000000001,15,0.006577480065942387,0.0022882223110978093
BG0022_R_siphon_lab.vtk,0.8,11,0.0018082312783104793,0.0008287574444555097
BG0022_R_siphon_lab.vtk,0.9,7,0.00019827595213710303,0.0001267655132547361
BH0005_L_siphon_lab.vtk,0.1,25,0.34060290867808996,0.06967228959364284
BH0005_L_siphon_lab.vtk,0.2,23,0.33909818769586386,0.0747130312916555
BH0005_L_siphon_lab.vtk,0.30000000000000004,21,0.33430908772650225,0.08074552317637577
BH0005_L_siphon_lab.vtk,0.4,19,0.22531852022111198,0.09201470017150411
BH0005_L_siphon_lab.vtk,0.5,18,0.20695832452190294,0.07214965496056669
BH0005_L_siphon_lab.vtk,0.6,17,0.16605634319654916,0.055642367970562885
BH0005_L_siphon_lab.vtk,0.7000000000000001,15,0.08988757964371989,0.030969054638593837
BH0005_L_siphon_lab.vtk,0.8,12,0.05133631522599487,0.020657610847577734
BH0005_L_siphon_lab.vtk,0.9,7,0.005864488183975666,0.0035722653841804924
BH0005_R_siphon_lab.vtk,0.1,36,0.38154053983190406,0.14662910574682705
BH0005_R_siphon_lab.vtk,0.2,28,0.19442108374476008,0.06201521481948243
BH0005_R_siphon_lab.vtk,0.30000000000000004,22,0.0640651716497096,0.018465761239599858
BH0005_R_siphon_lab.vtk,0.4,19,0.023563578165694765,0.0071272294738294545
BH0005_R_siphon_lab.vtk,0.5,17,0.009722619386508757,0.002961242956249473
BH0005_R_siphon_lab.vtk,0.6,13,0.0008346961288531185,0.0004759795871834299
BH0005_R_siphon_lab.vtk,0.7000000000000001,11,0.0007938259832386274,0.0004262471228959365
BH0005_R_siphon_lab.vtk,0.8,9,0.0005860181295166966,0.00031488948995812106
BH0005_R_siphon_lab.vtk,0.9,5,7.584657927219018e-05,4.155059018360937e-05
BH0006_L_siphon_lab.vtk,0.1,26,0.07758441766583091,0.03109842696494377
BH0006_L_siphon_lab.vtk,0.2,26,0.07758441766583091,0.03109842696494377
BH0006_L_siphon_lab.vtk,0.30000000000000004,26,0.07758441766583091,0.03109842696494377
BH0006_L_siphon_lab.vtk,0.4,25,0.08367967326495873,0.028532074980622327
BH0006_L_siphon_lab.vtk,0.5,23,0.08847241946968731,0.027968936747285143
BH0006_L_siphon_lab.vtk,0.6,16,0.017071217758163004,0.006444416702394705
BH0006_L_siphon_lab.vtk,0.7000000000000001,14,0.00857793598728418,0.003839464718430268
BH0006_L_siphon_lab.vtk,0.8,11,0.0025310921678141363,0.0012994850487261693
BH0006_L_siphon_lab.vtk,0.9,8,0.0012937384953387865,0.0007958618632121803
BH0006_R_siphon_lab.vtk,0.1,30,0.060507317138726924,0.02554908887415939
BH0006_R_siphon_lab.vtk,0.2,30,0.060507317138726924,0.02554908887415939
BH0006_R_siphon_lab.vtk,0.30000000000000004,30,0.060507317138726924,0.02554908887415939
BH0006_R_siphon_lab.vtk,0.4,28,0.06642635268973374,0.023795073067152873
BH0006_R_siphon_lab.vtk,0.5,21,0.03907179438407604,0.014596626176693842
BH0006_R_siphon_lab.vtk,0.6,18,0.02951466480483167,0.011771175033419432
BH0006_R_siphon_lab.vtk,0.7000000000000001,15,0.018656012880616024,0.008320555445213328
BH0006_R_siphon_lab.vtk,0.8,12,0.008849631699079208,0.004219571823493723
BH0006_R_siphon_lab.vtk,0.9,8,0.0021481141219188288,0.0013889797424152832
BH0009_L_siphon_lab.vtk,0.1,25,0.04847987530293785,0.019601561569337723
BH0009_L_siphon_lab.vtk,0.2,25,0.04847987530293785,0.019601561569337723
BH0009_L_siphon_lab.vtk,0.30000000000000004,25,0.04847987530293785,0.019601561569337723
BH0009_L_siphon_lab.vtk,0.4,25,0.04847987530293785,0.019601561569337723
BH0009_L_siphon_lab.vtk,0.5,24,0.046641416202655384,0.016544653561038344
BH0009_L_siphon_lab.vtk,0.6,18,0.028688563820088664,0.01110754577405685
BH0009_L_siphon_lab.vtk,0.7000000000000001,14,0.013443525431457659,0.005713188313029559
BH0009_L_siphon_lab.vtk,0.8,11,0.006054090050504446,0.0032033156527633676
BH0009_L_siphon_lab.vtk,0.9,7,0.001356701246249814,0.0009266988765511946
BH0009_R_siphon_lab.vtk,0.1,62,0.9733484278745022,0.27542275913754866
BH0009_R_siphon_lab.vtk,0.2,62,0.9733484278745022,0.27542275913754866
BH0009_R_siphon_lab.vtk,0.30000000000000004,62,0.9733484278745022,0.27542275913754866
BH0009_R_siphon_lab.vtk,0.4,56,0.5706439433980877,0.17169804915296563
BH0009_R_siphon_lab.vtk,0.5,41,0.13862024893781566,0.04710313527910892
BH0009_R_siphon_lab.vtk,0.6,37,0.09093399734287866,0.03225082555401001
BH0009_R_siphon_lab.vtk,0.7000000000000001,28,0.047062048442981785,0.019167115950098484
BH0009_R_siphon_lab.vtk,0.8,21,0.02245156760708955,0.010416058693228303
BH0009_R_siphon_lab.vtk,0.9,14,0.007139421553704062,0.0037990932461805715
BH0010_L_siphon_lab.vtk,0.1,36,0.08546334027428512,0.030655588131037834
BH0010_L_siphon_lab.vtk,0.2,33,0.06913818071952993,0.020867814037115847
BH0010_L_siphon_lab.vtk,0.30000000000000004,26,0.03939354702647063,0.012961582605905993
BH0010_L_siphon_lab.vtk,0.4,23,0.02971986427778689,0.010341518206645502
BH0010_L_siphon_lab.vtk,0.5,20,0.017913346180773004,0.006387362125885411
BH0010_L_siphon_lab.vtk,0.6,16,0.008146983866708646,0.0033708180890534563
