PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
0.1608568189882606,0.06506590613116417,0.12469863855290728,0.04959315872082415,-0.23867991161101193,-0.09575962977666816,-0.006576924579503124,-0.02801657745120519,0.009166912905314108,0.08493806557709349,-0.037694477234979984,-0.13611385206733284,0.07238940618280888,0.008232607039016598,0.03172970094018224,-0.03289695021845362
0.317378570220295,0.4071627763250723,0.2239845617889707,-0.004105475069136819,-0.1112487803553641,0.06413875807528371,-0.1320463207477066,0.03672402862723455,0.010543766290955894,0.17637366891611095,0.07773866702015743,-0.1277101190191816,0.03550486269231892,0.051083171975903605,0.04913864335262087,-0.028935987054752976
0.7234857923455533,0.027587638393777404,-0.10764439504348533,-0.1847436018581281,0.06895082567505288,0.01837718394745486,0.00226230947039463,0.022134501878953432,-0.012222824323112141,0.024143050994583446,-0.03256095570470591,0.006083071900618797,-0.02585554518397796,0.003986286787607526,-0.02824394055031984,-0.05017854418108521
0.6452718278776376,0.1751126796277409,0.2900268045399467,0.04746149891688925,-0.20113943236912785,0.16486876489321667,-0.038435881341038175,0.09245377305706667,0.021787317602166414,0.04245383467940944,-0.026576503227409315,-0.013805050288384801,0.06371517187375617,-0.010216303243840624,-0.013605786541528157,-0.02656777089428404
0.45327698858685117,-0.1309780880738285,-0.3534643847573358,0.21058172375968753,-0.20003176833051445,-0.002408899203214118,0.06882773800983497,0.10054130663029971,0.05608924846159931,-0.014663790592320342,-0.04193124338251225,-0.05774821865274653,-0.038186458904922185,-0.02267987801538284,-0.014213647347076891,-0.022235528766739603
0.3902568527401224,-0.28587614365767033,-0.23018509460332673,0.18369360176382593,-0.03303916589073428,0.011331370248590843,-0.04322915477081613,0.12222808828235923,0.04702943414165289,0.02862826967008114,-0.06578728441261975,-0.03368151171607792,-0.045175443819440844,0.05223346544465798,0.01763257401887937,-0.06934846287706709
-0.17214510690783205,-0.5756940502946113,-0.2727588838715121,0.17376752481394822,0.02010835153706206,0.07201407552860345,0.03832930368141592,-0.011462486325755014,0.09317050991039152,0.02493880509380811,-0.03080733522794417,-0.09122147203382953,-0.07611270727097705,0.0011434315455294553,-0.04614300603320771,0.05927586705320242
-0.4288037230788555,0.09959696931457168,-0.5197853782660331,-0.08408563633942603,-0.1375881858386661,-0.03507726537216442,-0.011695775072210271,-0.11108508702647914,0.19060316759715856,0.0282556904907319,-0.04858665356230507,-0.07488381701486636,0.025703249131127492,-0.06111012278522626,-0.084688317870653,-0.010586869393114887
-0.33174387991643633,0.30254942922087014,0.3650069262588329,-0.31951379708366456,-0.15050885592518465,-0.032742601013102016,0.03989754524796624,-0.08537780865506166,0.009035785745786715,0.02735685782208354,-0.0032666766068159547,-0.013820036981456422,0.038609932017804896,0.08335282066840147,-0.04799231934836945,0.03333418146870232
0.17762917575297166,-0.4708926763412009,0.22355216333320888,-0.06645604121341116,-0.05113953673537687,0.019941283581970268,-0.10497818876729238,-0.05805003158957092,0.039385743519891415,0.016550015314228173,0.0431844674848469,0.008146720318932089,-0.03601564932341128,0.00913590540863658,0.042015850752156095,0.015738398996028823
0.39992109084715843,-0.19401794533463368,0.042746886305901954,-0.005934893967336992,0.08588405163542417,-0.27040465048336704,-0.018301683577745795,-0.013380905432665617,-0.01768747370284747,-0.14154727431223874,0.023298140096506145,-0.018194177408936092,-0.01976272174919176,0.03890646744606129,0.008302681150699098,-5.479068193169068e-05
0.26234842917752466,-0.30403971938441393,0.5166307861384087,-0.40429917533803905,0.09121997599446993,-0.09725328852536108,-0.08720454600689541,-0.035718174706066926,-0.05778276380559162,-0.09085403213366369,-0.08136952426240134,-0.0607889112724722,0.054398725493114475,-0.030270018092277418,0.002123170225987167,0.04662448522782911
-0.6386687468228562,0.055651841601560476,-0.33351693860154363,0.06239677673251753,-0.06338851671149225,-0.11716749249738685,0.12945448339114202,0.1431819621065733,-0.03216361201953863,-0.04765748685487386,-0.06122983446676176,0.010122233750111342,-0.02721339617910683,-0.05601210938042517,0.0832814078159684,-0.05128868026795057
-0.04289568811857131,-0.5631583311321202,-0.06099887988010474,0.14619744563053905,0.10886251330384702,-0.02588488659271547,0.04948986750616145,0.21895914444203268,0.11949571999503421,-0.03572404691960393,-0.008126513330254798,-0.06632973866335129,0.002162721681968169,-0.05020779881976521,-0.051475879922638065,-0.015135442894671045
-1.0139855538286158,0.11414830329886817,-0.34112509343689346,0.0914363013102294,-0.29599996797536454,0.04241661786450873,0.19918338559119006,-0.08078400793981173,-0.12186224749911947,-0.0646717998289062,-0.1598904107366487,-0.021317827461599798,-0.04133285289856943,0.024915301000019013,0.0049504556267158245,-0.06797285120989308
-0.5521351985791191,0.14692327990544848,-0.15870315431848336,-0.022067595507393838,0.10096322418351933,-0.025875050024928282,0.04116363762869081,0.06320676207682283,0.036454157814423044,-0.037125184887431266,-0.1668136785782255,-0.017137999098376572,-0.05385472842511335,0.05655233838029785,0.01824544432149526,0.014631782675664978
-0.29748145896810074,-0.9330341193631801,-0.03253747004022334,0.45684670114532056,-0.24285646488301885,0.012048250206664595,-0.053299986574610506,-0.007129395709484676,0.008540638851336463,-0.01071248354918243,-0.011073824838851776,0.07339186860951599,0.04917232275451511,0.01534445478962046,0.011158412953608837,0.024322686519266078
-0.8091466518221906,-0.694549229422307,-0.17476284742979323,0.28331635186406745,-0.13518193367786951,-0.01261399418956903,0.022969532837269782,-0.03453583064143807,0.03375952580102043,-0.10957221971820058,0.008479121552410741,0.10367212718061611,-0.030453767468629815,0.07885456330947849,0.06439291009987473,-0.0007388384301599965
0.45470515169489445,0.1265242901656385,0.12794345832502238,-0.1987677020637822,0.003653438301040781,-0.12503496273344766,-0.013052883204220878,0.002173369012154938,0.10838134948997206,0.0031110698688062086,0.023052842284072783,-0.04034683887969889,0.028835148667489804,0.025265641680618463,0.01627533372041727,-0.04421541435686585
0.6205350162613339,0.23059389635310817,-0.04171019321545977,-0.04268202158370207,0.03863771545493168,-0.01784646240082583,0.05337761080935871,-0.003317387072623308,0.10276430167462608,-0.013687760035659332,0.07338887086237268,-0.04406134098911682,-0.04880367754461587,0.03955026662980652,0.05845158346510343,0.01723016432242791
0.11937064790147972,-0.12379375724158162,-0.3804485746165449,0.14726377634003746,-0.022675798766772594,0.05634321926978758,0.1253105869448246,0.17976350518206957,-0.06371527603671487,0.09904248008182531,0.03791786570631189,-0.007625059781283191,-0.02313687407076137,-0.007544594918976813,0.06056832207047942,0.00873621401488844
