-1.688539030432469090e+01,7.546153668043913409e-01,-7.000675644844709389e-01,-1.697520258369087820e+00,-6.519129291964288475e-01,2.769677264881466039e-01,-4.193443557788509857e+00,3.293589337165680142e+00,3.892258035637843894e-01,2.128308357790368088e+00
-5.261074447545645683e+00,4.061422677844468865e+00,1.387137054127541402e+00,1.279119813814943640e+01,1.516978678737408659e+00,8.563402127179188250e-01,-3.490676712322070774e+00,-2.172714297097527503e+00,-3.902561540121689543e-01,3.358373197944981126e+00
-2.406148002675229769e+00,1.268604125096656432e+00,9.089283944653517855e-01,-2.562323431443760846e+00,2.997748419740271508e+00,3.935646352035479634e+00,-1.785002812601051758e+00,3.034725341264130183e+00,-3.759424983440657009e+00,-4.035419914504640104e+00
6.698697027394195924e-01,-4.786851430493151427e-01,-6.624929253602505064e-01,8.403030288569809381e-01,3.480222437243860156e+00,4.422735102526058171e+00,-1.467992615240616194e+00,9.542580370552745939e-02,-3.594207872944062743e+00,-3.170469253847240765e+00
4.043228067875204168e+00,4.123189378641511027e+00,-1.174944406784561357e+00,-1.070279621249113911e+00,4.104020111603635002e+00,3.437492547661994635e+00,-3.427694521051027454e+00,-1.069764028670609601e+00,3.895652516250468489e-01,-3.050998111600578877e+00
8.979160115115815799e+00,3.301172957952403397e+00,5.076973720702173232e+00,-4.199273747650686062e+00,2.953434721337640401e+00,1.301008380253265706e+00,-3.181700592030670460e+00,-1.882016671128781571e+00,-2.579066668655018102e+00,-2.534616028991889536e+00
-1.026110445281942418e+01,1.508947881653869727e+00,-4.018257978133798147e+00,8.763590548937175706e-01,-5.013292231271888610e+00,-3.581449805231220918e+00,-1.268044550650561764e+00,-4.079608721095517865e+00,8.724962898649810672e-01,2.225721341250372021e+00
2.899329616240699625e+00,-2.758158887187448283e+00,-3.535132168069225145e+00,-1.283384653038242673e+00,-4.754400383789184836e+00,2.193986316608976583e+00,-3.302593358794121858e+00,-3.562796184484987361e+00,-7.472484424220441346e-01,6.600974582715320171e-02
-4.897477779823178778e+00,-8.899682688137881215e+00,1.840966683319081421e+00,-2.907841202740965691e+00,2.117794070559966269e+00,-4.436359245764810444e-01,2.880679549766416159e+00,-2.128080205341442266e+00,-2.309027543645337577e+00,2.987467912566137418e-01
-1.924464402152561870e+00,-5.251344165999582536e+00,-2.023710359684513627e+00,6.842244962282325593e-01,-6.361767574668004244e+00,-2.821404813606748441e+00,-8.338249436607364506e-01,-2.079758275622302754e+00,-3.633465449283913573e-01,-1.610528105989636138e+00
5.439643909910443220e+00,6.140747842329893347e-01,-4.840006301187238513e+00,-5.735831908996003925e+00,9.299441359316064748e+00,-2.030769533804699822e+00,-1.046415016849345569e+00,5.401477729390260052e+00,-2.751944834684360686e+00,-5.853445751741023217e-01
2.676963892843394088e+00,5.370291780913027502e+00,-4.311282934038013437e+00,-5.129070581987293931e-01,3.304837031903195665e+00,3.359061340832480536e+00,3.664249358538490764e+00,2.571408280155477399e+00,-8.918552224781000071e-01,-2.980664002301113502e+00
-7.803279413705451972e+00,7.871686799601802953e+00,-3.684321539346278929e+00,-1.217711013432388789e+01,1.278138706990032514e+00,-4.861343153529217531e+00,-1.201375618608904405e+00,3.160967320628982336e+00,-1.392679002140075006e+00,-1.739541145597450766e+00
2.142142233711794574e+00,3.973573834352301493e+00,1.305793896498014695e+00,6.858802095064681081e-02,5.730518969434611698e+00,-1.784758988362229681e+00,1.194460165071139501e+00,-2.858695399086800037e+00,-3.292212231626813868e+00,-2.549360728771668416e+00
6.942949526342347966e+00,7.041869325240076805e+00,-5.150360089620137138e+00,-6.089322826985796411e+00,-1.260940930868275078e+00,1.236587712363150082e+01,-1.219292168821766831e+00,2.089229072375761387e+00,-3.245790726501568968e-01,-9.684170414357077261e-01
5.601801607128232163e+00,2.693580679844540082e+00,-6.296981948883047409e+00,-1.118662319931072346e+01,8.164358116306824620e-01,8.651593521079588456e+00,-1.529799253546661353e+00,4.120309954518975304e-01,-4.743384060859976437e-01,3.570688348259578593e-01
-5.692902318235298686e+00,-2.550944046584571634e+00,5.149842762907150262e-02,1.297274831962572650e+00,-4.117837916196778747e-02,-2.702724486998386855e-01,-4.799227502850846871e-01,-2.144529972792791561e+00,-3.021572207617771344e+00,9.522118827924141993e-01
-4.352850619515024277e+00,-1.662096092567153793e-01,3.067653915629667161e+00,2.143403586956944107e+00,2.161269729167468179e-01,8.608864499801843762e-01,-1.060907873519760125e+00,-2.372285673878632206e+00,-1.486455057917808409e+00,-1.334410568132814168e-01
1.646834910732707513e+01,3.323485359361255664e+00,8.034853605477133343e+00,-1.986587911454405608e+00,-2.372759759441488203e+00,-4.799497934552429790e+00,-1.224517152164944722e+00,5.684393531416437328e-01,-1.870137801329349037e+00,1.329310567577087765e+00
1.335349102403007215e+01,-4.112671162465429298e+00,5.614497341655744655e+00,-6.402261303720898411e+00,-2.218302260685016236e+00,-2.535044593753712938e+00,4.752598387355337017e+00,-4.658306658502612940e+00,-2.525962641708678902e-01,3.471897385641313782e+00
6.418138606723820416e+00,4.283164263207400957e+00,-1.226035911727304573e+01,-3.655053455882607327e+00,-2.202330138657108360e+00,-9.428296808122701433e-01,-1.825425289026014974e+00,3.606581912910300058e+00,-2.387552459658932147e+00,2.200023544415531607e+00
8.319068373495879243e+00,-1.132143908976230229e+01,-1.163401001117584599e+01,-5.799790267866356430e+00,-2.882046655679695757e+00,4.461574229877290243e+00,-2.998537459006385575e+00,-2.020821225307859681e+00,1.448116933941853590e+00,1.869760137050549442e+00
-5.847571150567812737e+00,-8.958946834719688113e+00,7.472720438072051330e+00,8.376675926875704059e-01,2.142428992373444530e+00,2.210194881630249686e+00,4.160681656642706727e+00,2.659790752121708568e+00,-1.120059751947938276e+00,-1.299169413062813305e+00
