0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
460.1659361804122,1140.8807167896828,1746.9633345771117,2291.915089548357,2641.038828666087,2945.4577262052694,3487.8555671964405,4508.587515975292,6840.351922743082,10235.060029545817,14846.07564332121,19176.38673787438,22093.0322092892,22931.011791068464,22448.50862023817,22452.5050909393,24430.70848154587,28588.733745753812,34308.37812600664,40379.272393448846,45744.093549505036,51297.885235120506,56097.62395608886,58818.66944648415,58803.31457512078,55824.08072024076,51080.90256279833,46599.5629385004,43189.47660949632,40305.011698773356,36782.45908177277,32705.79196311427,28325.586744169937,23755.802324256158,18972.679449353967,13996.950064743172,8960.563027772394,4093.00707716973,342.8999643183772,4132.329404370694,7176.300288354831,9500.497723678513,11140.979805942663,12103.870645352365,12461.160809891502,12303.205096594282,11198.090247288483,9855.078223451306,8503.83733628508,7361.225182469155,6666.795694820937,6379.894935246887,6494.528663785636,6949.886908013169,7675.42662363736,8640.65857661016,9573.573212550367,11037.564401873644,12980.459274284594,15214.638662643585,17411.00963816393,19179.641985253234,20176.746101022756,20183.984369106955,19149.482597779774,17186.850402850592,14846.035691185565,12004.742594093454,9166.780521280414,6552.975297744722,4467.752639354483,2929.7160689606194,1909.8737954599264,1205.2129532509337,610.2182634339259,0.0
1320.0158524706571,2707.648330590695,4740.363580221718,7409.295390369141,10841.445284339812,14634.483396715135,18274.477561859647,21320.083819530388,22196.530649614662,21192.620082136935,18464.911499717826,16963.494232156416,19235.706618921355,26161.872590931787,34584.83265565766,40522.94621296752,42235.90623264428,39636.70460167172,33906.04961554846,27504.572581743145,19407.80055545943,9280.419354052681,164.3784944100446,4392.090010799343,2551.8091168182264,4035.8648275095275,11109.41348680079,15942.436118671565,18258.587868949227,19121.356950117985,18890.678315046647,18637.217882000987,18310.484527858684,18268.693710262694,19292.331905056057,21769.25160597971,25494.21705498549,29873.0610613088,34233.75895742442,38099.366265363344,41223.780493954364,43570.14930520079,45191.5256106048,46150.750885574074,46497.964926099296,46251.492848839065,44146.22902220273,41701.22275878647,39228.30218400861,37069.33789090918,35258.426180037095,34094.58889577639,33551.20684314707,33531.87079235011,33977.844613693705,34904.41933902097,35698.62295536641,37398.97472607332,39763.786321081614,42349.08169338398,44592.047467572454,45980.34278108773,46163.222365369715,44962.51606462067,42363.15573201077,38525.6826484877,34027.83989258528,28902.713398476808,23718.840494944703,18857.990828140722,14659.474792220271,10957.381636052953,7828.294668636592,5048.597400021171,2489.3583515821715,0.0
1188.2722197742223,2784.7736372232034,4413.189945548445,5917.657441879908,7021.460342873098,7642.856989497915,8183.55409845255,9067.486118922829,11740.868691457074,15623.499236545955,20519.657663045175,24406.809921930515,25732.06992846648,23667.001966035437,20332.18312463818,18779.148882436035,20351.480583965473,25178.703287242854,32619.24745666977,40224.34627186228,47974.06769066423,56973.86424867865,64664.380369159066,68888.26929705605,68472.08036807028,63624.5026178404,56977.700598423726,51186.66656227706,47024.24955479447,43740.21595762123,39795.538780480296,35278.27010312858,30283.229964372535,24743.348129682727,18511.660254682913,11627.723147393886,4390.885448546555,2701.6289554977034,9083.775564567275,14327.362138286402,18288.324037279934,21022.788728337004,22691.273430909572,23474.207795513812,23546.343737843854,23095.481709943753,21479.717872505153,19868.002129870987,18491.790264744344,17499.614842562747,17091.074934554217,17046.631077507966,17298.635421161278,17797.79077022363,18552.89691946469,19634.255594922222,20895.012885886197,22871.130018227246,25378.851151107894,28048.32543649178,30386.058422353733,31919.54355432722,32306.30014949618,31386.56893901901,29205.73393305483,25988.253992484453,22300.969000296343,18185.60429003284,14117.578208351399,10602.436593824294,7913.840663736415,5773.7869537845645,4186.28435210624,2830.205374144956,1450.6146232796223,0.0
507.37360753374537,1147.6285759398852,1539.4977933470775,1663.508021485871,1454.1941907416422,1139.551845190123,1273.821152419785,2200.8033152498992,5146.7311191299095,9500.585428604147,14853.077151364678,18807.108720357224,19425.656493251518,16312.767197877507,12262.125686189673,10521.70485918964,12571.018324765859,18227.314672389915,26355.899313518803,34571.56950085256,43395.97544920828,53007.17918551729,60953.298148640475,64629.85469235267,63077.59549287759,57381.50606412375,50570.626175548656,45043.8442710654,41378.2546700375,38662.8400680836,35443.573940424496,31598.70359853336,27163.342617332375,22059.640009887713,16180.573924135366,9622.624607023055,2690.891470221679,4151.697133697496,10386.918376086562,15628.872965445416,19731.96296096624,22719.46839184835,24689.591396606756,25757.140840615553,26033.906987407816,25668.022876944007,23817.54862812588,21837.850947253475,20052.228885546694,18718.172434784818,18074.735183517365,17963.226157998055,18280.872867091966,18919.71902400833,19844.27035589773,21096.512287662958,22166.45867372229,24018.09096560896,26530.291697025987,29385.514887419537,32099.36750359503,34160.76320241385,35170.55613341249,34900.03761256277,33301.84169712913,30504.738186682443,27022.682513033033,22865.135466062988,18543.548709954113,14488.840706493987,11060.990343683574,8156.433392596839,5817.290745105108,3807.913132080909,1902.8290643465116,0.0
847.0129749508892,1992.2679195175872,3093.384589184378,4093.4840290148595,4743.965202025713,5075.335827512983,5430.161789898768,6100.382069524723,8340.102076910936,11818.783253545549,16582.98681418957,20728.903668961517,22616.908111410525,21175.336192828006,17749.742678075894,15274.422050623569,15470.985896648768,18471.047542500684,24263.026044250855,30703.44770857982,36974.938982032945,44411.93106224243,51029.42172791369,54461.28642264334,53660.12230062171,48596.484185030415,41738.186107699345,35591.78892451697,31084.07943746254,27582.247793989187,23614.94517564324,19293.773571925143,14704.105773841113,9755.98280652825,4177.841629932821,2143.7150790005076,9020.065181228354,16033.981450038047,22655.360431493318,28395.925253978046,33012.325951975006,36444.50412065154,38742.799744784046,40030.47693062313,40451.508463557315,40173.72479905567,38031.14814676433,35809.74769109115,33867.35461534318,32452.302453290114,31694.33752061872,31454.746255982966,31598.594113500854,32005.001678373897,32668.263961575227,33687.86986385892,34557.44684575048,36334.756486459424,38804.73248861209,41533.21738401674,43955.07812463437,45533.387926642274,45886.887428179165,44819.4099650486,42301.30948059125,38490.51641058123,33977.530106233455,28832.698607534276,23626.33876121869,18779.83931496274,14638.438840468647,10997.902496127532,7941.045590639905,5187.145622572631,2593.313975088374,0.0
1319.2236265520794,3057.6916653728854,4764.569275182362,6452.361530039007,7928.980227494175,9474.034341790548,11326.555013651872,13687.47635565599,17724.05151246179,22843.429898198763,28994.20710295004,34158.64073978403,36689.99227270264,35727.82601564324,32999.416766491406,31539.5390438093,33134.98462344899,37855.21743905207,45130.89226167004,52504.285119309374,59593.84868972481,67229.43152707844,73245.90494977894,75419.49434071426,72963.82809361165,66244.0213878611,57948.45443240088,50681.61683401726,45370.61885313953,41367.27607586774,36905.24689783618,32308.725719988193,27596.447472799566,22598.00985260938,17035.504523349588,10859.244285177283,4208.974966883616,2579.893135087907,9068.899226073412,14894.382653805136,19865.20214197842,23906.048152600866,26994.915627065016,29141.59704169332,30367.09020808956,30753.729767067027,29137.925763528114,27161.74324519045,25229.14612700475,23706.955585227082,23056.971552625513,23027.130761879274,23502.516933668092,24336.786090920446,25475.11993344349,26959.263601130788,28211.92481989811,30234.05432287225,32819.97279715645,35583.78053915492,38025.87486002622,39673.16090343464,40190.7159799225,39406.011186994045,37304.28921930659,34039.5010617704,30168.989100229646,25723.621505373903,21213.748933129304,16968.331629807042,13274.179801546725,10008.663192113154,7203.172399064117,4685.754813670772,2313.209037631414,0.0
647.5890158853747,1593.744786908191,2392.78692889715,3023.086786379636,3223.4356326743095,3157.670598826101,3171.79736537998,3712.741865415303,6041.243367488302,9667.889038208254,14389.915803432717,18041.385514303343,18792.081404739933,15936.97378699188,11744.536268093774,9556.96538924382,11285.989014381847,16682.84937861255,24886.486038086627,33337.99350791597,42374.947091476926,52057.90034543547,60364.62414986161,64939.108798838766,64519.45895922434,59596.65459303469,53154.93485652887,47973.271916839614,44737.87704105927,42617.20668203192,40061.484522037455,37036.935427764205,33545.73895802861,29453.330015568998,24534.995508850163,18825.252140727498,12633.677249228014,6449.747306138853,794.1839079721901,3971.376395946002,7736.478170117067,10553.374831600948,12543.05722336273,13840.202613605967,14543.428955571968,14762.545324403396,13600.455226802133,12347.535455660007,11275.45622480035,10624.86165315537,10643.385193790333,11206.786209301888,12249.920442526196,13669.13387702473,15391.622396366776,17399.76508129768,19263.852774933363,21685.07097686625,24452.988283687202,27234.192782473252,29611.768033325257,31195.340954152238,31713.20781321638,31035.213303492703,29182.153034878585,26335.44481694274,23070.11293869756,19342.148502819964,15637.501909087081,12212.77193071657,9319.98077857079,6869.1220984181455,4879.204237725343,3161.4345087449533,1566.1498538550143,0.0
1216.4793831857644,2672.53448735425,4037.0888730977936,5373.3992887581735,6581.591776264694,7741.703273157796,9321.144499735645,11566.49338905673,15650.348933078372,20884.658116190378,27335.88639167017,32688.39262088354,35358.41645192654,34830.73468980677,33170.10100761788,33289.340516149045,36620.50177167692,42985.025619442036,51219.74474973196,59280.21169189783,66886.56147719172,74584.92140650995,80524.78958071826,82837.49076059887,80777.5117400256,74857.48838399892,67654.52489768133,61515.88471144489,57085.177057452616,53519.474075038604,48944.28496177863,43819.248252470185,38253.90105658126,32202.527527783783,25535.892926350454,18323.471124343625,10853.392288602847,3565.727200213331,3055.1984666907115,8645.710363696857,13056.417335227798,16327.393142376855,18583.749323899745,19971.036505357097,20656.942197976136,20800.42693173638,19376.656148698145,17907.663523618034,16696.753476134418,15979.872043759968,15993.915394986667,16529.599203287224,17498.208364017475,18807.574509899627,20419.541926526817,22361.23534205774,24211.88479431979,26784.250271644614,29867.711579233623,33071.267188847385,35883.129804469325,37823.26599914478,38551.30189031319,37892.45598630728,35848.31096291161,32600.54553161069,28698.366231574644,24203.974294881722,19624.67330888442,15465.86481507317,12020.318484312042,9038.126545344527,6562.645781876463,4337.579239752331,2162.2232450219103,0.0
409.5636433683935,930.3690793562857,1159.2138442049204,1070.3077523759318,550.9712405447508,232.5892205678137,758.0743454520089,537.7162132968571,1697.816564691834,5502.768022598747,10432.308768580788,13689.616101622358,12898.197149068834,7163.605047794518,406.13943731262475,5418.5861053225535,5729.973717780012,1522.76333875605,6130.269712754277,14379.42826540155,23906.09167123152,35265.66122792136,45748.186625115566,52078.80880535285,52219.82677529517,47072.861675407825,40169.60324212064,34443.08344291808,30671.295512148863,27962.447268192744,25013.04621228435,21530.704766810515,17498.20440095,12754.698929098395,7119.179355944638,629.418981184493,6403.106959602844,13383.102777333454,19636.611970193662,24723.34804134064,28483.46391410441,30938.59222867774,32246.33320483452,32596.90255073071,32175.021133027214,31214.80602404265,28824.92723514591,26573.899815616107,24760.07268987601,23565.36811975793,23035.47897961833,23058.305647885823,23509.257749998367,24283.679049111215,25373.01400802336,26852.174686943985,28327.62384751115,30630.21089677855,33522.8108480444,36564.890222083064,39196.75638789508,40909.26126478073,41364.69863130356,40404.590799846745,38057.36737950624,34558.27909167555,30374.259494228892,25676.106847209732,20807.857662393035,16473.504861221674,13008.517963637976,9937.24089074912,7417.064225435732,5054.211059101243,2609.2421124666253,0.0
174.5531863156513,91.85741873887208,79.22084611258207,269.30266847449144,1362.245728269773,2729.6423052111327,3945.849754177999,4299.723585481629,2198.017086814907,1593.2609249448503,6831.909233338517,11074.58959870966,12549.150787462615,10594.759520732476,7612.395527793047,6579.11535881599,8910.35504984643,14581.116392798065,22999.048897969842,31326.940064347218,40481.05559240635,50577.85523539966,59072.81908536994,63494.52510813389,62767.50950194181,57502.003773343444,50664.40588454721,44740.009897382464,40378.98261151031,36853.88763477632,32860.8979560645,28245.741083899386,23146.55998108943,17518.133002389823,11213.146020193497,4259.981485229858,3097.198581596316,10406.647070190722,17111.49425180789,22786.892411358825,27267.787564126065,30566.288980255504,32758.661820175126,33949.26872974739,34275.13572485079,33895.410750269046,31791.457923983653,29533.782557773946,27485.59804164081,25927.638376099258,25002.178984027432,24659.188321931324,24811.954874010575,25353.25332060578,26228.827953342203,27459.394366078268,28629.092121773865,30523.08476441778,32922.14534047089,35437.723861597355,37576.202052877234,38878.25276637731,39025.30710421041,37871.85624121303,35441.10297768892,31934.961349851317,27940.177974275834,23482.357260305074,19059.084945006787,15004.133778549633,11591.034645429498,8660.098656870518,6240.531024811124,4093.122116115166,2044.6993714546168,0.0
