,local_max_1_curvature,local_max_1_torsion,local_max_2_curvature,local_max_2_torsion,local_max_3_curvature,local_max_3_torsion,local_max_4_curvature,local_max_4_torsion,local_min_1_curvature,local_min_1_torsion,local_min_2_curvature,local_min_2_torsion,local_min_3_curvature,local_min_3_torsion
0,0.227745935273785,-0.06760090914072098,0.14457108225084628,-0.025937821999831773,0.17060658361877015,0.24029086462425292,,,0.16446768659693484,-0.1448700674554482,0.12397286069649913,-0.128839794887238,,
1,0.2656578521079851,-0.1687844988838149,0.1568581694012301,0.05405932071147846,0.17860140269369784,-0.12828390916903606,,,0.16086342024013164,-0.2157253434760105,0.17105069050991017,-0.1494508569755888,,
2,0.2935299868950896,-0.17085953265384057,0.10825638754223219,0.14189215526275054,0.17438375668137673,-0.28549813333580176,,,0.1194737031224685,0.10853906723700046,0.1363931070323303,-0.052332649029152446,,
3,0.3578471585534487,-0.2138700004148741,0.11118987826991145,0.02022085941228276,0.3189803878194018,0.025831768589777756,,,0.15864075472233788,0.11394944281182941,0.15965453224063658,-0.1137573194561446,,
4,0.28779074488956496,-0.17293499273499294,0.11429500411474611,0.037203975095549444,0.15795382485340204,-0.24076199695261832,,,0.19474352082222135,-0.28836133962685667,0.139479968909267,-0.24369863799819716,,
5,0.2544095534019108,-0.08148032239497113,0.1678813159821105,0.15427279489007187,0.3603579624792375,0.022188461551555363,,,0.16383954065747539,0.12765095659648565,0.02260955300499702,0.9983266393797069,,
6,0.30976275719612445,0.160928878652472,0.15633790895598598,0.0052331440601786705,0.2309912694168702,0.341751051269168,,,0.18044469821766182,-0.32696049529226834,0.1449148304860575,-0.20478908869761397,,
7,0.27561030055410274,0.1653255902706349,0.11727693701039588,0.11468641673907486,0.18787424177420672,0.3057692212443094,,,0.14787445103201904,0.2590585008663729,0.15056134599066645,-0.078113114538464,,
8,0.28311072742597193,0.004271700533279524,0.2087529729634133,0.4506478947788681,0.18817944697665703,0.5676873596626503,0.27415286255415716,0.10306449736942037,0.1920178332666433,0.20408050920119164,0.20467881055293832,0.5708992806670617,0.18078995643103188,0.11997443308650417
9,0.27672539117897416,-0.267751341046877,0.15746953134062047,0.1592524129937204,0.1001933659093373,0.45437813028436874,,,0.11247919694046866,0.21417490003859802,0.15174085560921288,-0.035196324147805734,,
10,0.2590122169882181,-0.14774710076847897,0.11591590674636551,0.050751056665022665,0.15597889567512288,0.08125864995960629,,,0.16761495249366504,0.10608466034366439,0.14040096678223113,-0.07239714625188487,,
11,0.2953600665484024,-0.1465592996174659,0.15181287686163417,-0.08956267917141021,0.4160684401600973,-0.05736644255093307,,,0.23771696580081447,-0.2308712654049622,0.15087706259408268,-0.20275644119414715,,
12,0.29159885442522465,-0.11987811965021189,0.12850625394425438,-0.051118860210572346,0.13524438217751986,0.15724081275556076,,,0.1414655701679564,0.11456045505498427,0.15047976121608367,-0.16986386762831948,,
13,0.2788898102773776,-0.1803756395001066,0.1356046286701483,0.12129645802848132,0.337200783261915,-0.05738885403856034,,,0.14256225797682565,-0.2583813459325084,0.1665321442353241,-0.056515027156313104,,
14,0.2512392584681691,-0.0802759895289906,0.12655884980085666,-0.08062351385145503,0.12636888437299706,0.040271725788321625,,,0.2379240101297212,-0.15370195266913395,0.10185221219286336,-0.12652972598187734,,
15,0.27955139555200037,-0.08872205403839775,0.12122728449768977,-0.005443192201612985,0.10749099909894926,0.12554904350700835,,,0.2036888382350096,-0.19110086573808915,0.10795029021400834,0.04328302830248569,,
16,0.2656191223980308,-0.12315851712417925,0.1409616648456602,0.01088034625972843,0.2683349274282894,0.14290195267296665,,,0.1279762899913393,0.07103233165208239,0.145944299231745,0.0012501711156536887,,
17,0.30169339619020663,-0.022835365808755954,0.11964809137931183,0.024630360496273276,0.19138569433910044,-0.037556819414351766,,,0.12832409459003982,-0.028524444335897958,0.13341579442020088,0.12038546300938285,,
18,0.25286995319739863,0.14044014925271192,0.1587816053803515,0.26895615076162,,,,,0.22330620955978256,-0.19424979441630183,,,,
19,0.2721512575173576,-0.10546806838740705,0.12485991823789493,0.3046069460767274,0.27930818711926847,-0.00836994156511335,,,0.20432551544356986,0.03327306419962758,0.15346536889133316,-0.06069119136399613,,
20,0.2793865267307874,-0.05308697958506687,0.1311500771372239,-0.12821389486430837,0.21946816135589764,0.027859752564428852,,,0.20699437712994373,-0.2513545378376474,0.12956902498677264,-0.1435189710258831,,
21,0.22094746237336346,0.05400639488596855,0.13131292974908707,-0.007940463597306224,0.2517495599630358,-0.005554481995292161,,,0.18936127194520327,0.1781169557969897,0.13055623989039133,-0.06336675039199104,,
22,0.16507111503125127,0.1966594511074652,0.08709823543812552,0.39696221774408996,0.0972501834886236,0.25237381708095147,,,0.11014903087204676,0.42085369394154004,0.08342023631814424,0.33257945824338264,,
23,0.14536162101446368,0.1949226524221015,0.10409276806305909,-0.09173655779974144,,,,,0.10298672154188573,0.1855085581072962,,,,
24,0.24223297643823155,-0.17559521705330858,0.12273878631528586,-0.00935566534923852,0.08608700586304102,0.177493329416709,,,0.18280964464187033,0.08185114044682262,0.107304930977911,-0.02799396918185327,,
25,0.26423747863863367,-0.14480743476525643,0.11783402504124874,0.14699132612939061,0.07569186163938935,-0.40734854193045167,,,0.1928677898726932,0.23962454150869356,0.08621401629200579,-0.04421548725693682,,
26,0.2125870417323899,0.19470285203842413,0.1851844734149467,0.18669629438289273,,,,,0.15362761042301573,0.31363955566898305,,,,
27,0.21132505090265297,0.033146758781122374,0.1175115851642832,0.06540396924898552,0.17588302593473945,-0.059280422336426025,,,0.145715102553971,0.05642898879749049,0.09507557567786015,0.06092916573572842,,
