,0,1,2
0,0.003067891931682984,0.013882815202204912,-0.029421001457291318
1,-0.004140188662316344,0.007480720011723507,0.004477303627454465
2,0.03696619701642875,0.03203852600332757,0.03837560871220025
3,0.016079069231368703,0.015089373460954625,0.0214264561698273
4,-0.015397928347323814,-0.0018597790814182114,-0.00020738698754496632
5,0.003067891931682984,0.03290444882528287,0.0214264561698273
6,-0.025010005420985665,0.025295795376051755,-0.012471848914918482
7,0.005183185454128977,0.03203852600332757,0.012951879898640883
8,0.07050748578696603,-0.0568521988699468,-0.06674070193830761
9,0.0025323674603702634,-0.099225080225879,0.020233382891410967
10,0.0003405704420224448,0.04051310227451399,0.004477303627454465
11,0.0039059680318199175,0.03203852600332757,0.0214264561698273
12,-0.0190298896064037,-0.035758084166163995,-0.037895577728477736
13,0.0027108756174745036,0.024429872554096455,0.0214264561698273
14,0.003067891931682984,0.023563949732141154,0.004477303627454465
15,0.01154246820286943,0.04051310227451399,0.012951879898640883
16,-0.0051140725372986195,0.025295795376051755,0.004477303627454465
17,0.0033605037338878263,0.007480720011723507,0.012951879898640883
18,0.020017044474055862,0.06680275391002866,0.055324761254573085
19,0.047556066810061165,0.08288598363044619,0.07227391379694603
20,0.005183185454128977,0.04985360136765571,0.0214264561698273
21,0.037323213330637234,-0.08227592768350611,0.019636846252202744
22,0.07687123592950729,0.09309240554554321,0.0637993375257595
23,0.08817067095775588,0.10917563526596086,0.07227391379694603
24,-0.026293812124563512,-0.0009938562594629108,-0.003997272643731953
25,-0.03047339683885429,0.006614797189768207,0.004477303627454465
26,0.020374060788264342,0.024429872554096455,0.03495421331592974
27,0.028848637059450788,0.07441140735925977,0.02990103244101372
28,0.020374060788264342,0.04137902509646929,0.012951879898640883
29,-0.0530722668953515,-0.1009569258697896,-0.05484473027085068
30,0.027777588116825347,0.03203852600332757,0.04685018498338667
31,0.03696619701642875,0.08288598363044619,0.03837560871220025
32,-0.03329825559591647,0.024429872554096455,-0.003997272643731953
33,0.03696619701642875,-0.0738013514123197,-0.06689852637728622
34,0.020017044474055862,-0.09075050395469253,-0.09811241658559511
35,-0.023872504618510246,0.016821219104865226,-0.003997272643731953
36,0.00094455710039551,0.015955296282909925,0.012951879898640883
37,-0.05930087962129232,-0.0781309655220962,-0.05484473027085068
38,-0.024191920783519935,-0.10856557931902072,-0.05826612566712108
39,-0.047779565695435657,0.015089373460954625,0.04685018498338667
40,0.04936534634889994,0.08375190645240149,0.0637993375257595
41,-0.0008700833110041883,0.015089373460954625,0.0214264561698273
42,0.038735642709168266,0.04898767854570041,0.04685018498338667
43,0.1153526769795527,-0.0144793175140146,0.004916015827683751
44,-0.02278425645892651,0.024429872554096455,0.0010559082311839552
45,0.04721021898035471,0.09222648272358791,0.04179700410847054
46,0.0018013962544958656,-0.099225080225879,0.002687693709829908
47,-0.013524244296481414,0.015089373460954625,0.004477303627454465
48,-0.005406684339503448,0.023563949732141154,0.0214264561698273
49,-0.05943601703789273,-0.035758084166163995,-0.03410569207229075
50,0.0454407732876152,0.07527733018121507,0.015185167890310103
51,-0.0190298896064037,0.007480720011723507,-0.008681963258731384
52,-0.047779565695435657,-0.01033435535260463,-0.012471848914918482
53,-0.04248686449551986,0.007480720011723507,0.03495421331592974
54,0.03696619701642875,0.07441140735925977,0.0637993375257595
55,-0.008588559410774105,0.015955296282909925,-0.003997272643731953
56,-0.03113642713667003,-0.01033435535260463,-0.003997272643731953
57,-0.0045686082393665145,0.007480720011723507,0.008267189283641452
58,-0.0008700833110041883,0.025295795376051755,-0.003997272643731953
59,-0.041959157963358557,-0.1585471141241841,-0.07358349273084808
60,0.007662196381484673,0.04898767854570041,0.055324761254573085
61,-0.030116380524645825,-0.04163489197148451,0.056640897855261274
62,-0.046513070018248545,-0.04423266043735041,-0.017156539529917803
63,0.21197088777991957,0.19392139797782526,0.02990103244101372
64,0.009074625760015734,0.07700917582512568,0.03458572305601304
65,-0.06314559864132464,-0.02728350789497752,-0.0209464251861049
66,-0.003823564743019564,0.007480720011723507,-0.007787158299919161
67,-0.036123114352978616,-0.01033435535260463,-0.0209464251861049
68,-0.056682561543672266,-0.018808931623791103,-0.0209464251861049
69,-0.03930498942424922,-0.0018597790814182114,-0.003997272643731953
70,-0.009344659582190634,0.006614797189768207,-0.003997272643731953
71,-0.05171754093812284,-0.018808931623791103,-0.008681963258731384
72,0.1444083670521919,-0.0144793175140146,-0.03284239685356183
73,-0.013881260610689894,-0.0018597790814182114,-0.003997272643731953
74,0.23223846756792532,0.10416475028259553,0.0637993375257595
75,0.02455364550255512,0.023563949732141154,0.02990103244101372
76,-0.04203231091390976,-0.0018597790814182114,-0.003997272643731953
77,-0.0008700833110041883,-0.09075050395469253,-0.04258026834347717
78,-0.05082630335010588,-0.09075050395469253,-0.10063900702305328
