iter,residual,energy
1,0.455165,1047.39026
2,0.218979,997.403637
3,0.231326,967.632294
4,0.231787,980.205609
5,0.253187,972.476386
6,0.274309,972.509314
7,0.230894,953.415358
8,0.253744,969.61664
9,0.240443,956.222355
10,0.233995,933.139562
11,0.261662,937.795584
12,0.223209,944.400115
13,0.258233,937.309994
14,0.25712,971.99704
15,0.232816,966.711593
16,0.25544,959.345158
17,0.273922,971.636422
18,0.234092,969.850209
19,0.266123,962.371902
20,0.266407,953.884452
