k,PC,feature,pearson_r,pearson_p,spearman_r,spearman_p
4,PC3,intensity_C2,-0.1724619196424888,0.1021092619292973,-0.1864946647555343,0.07672443976396899
4,PC3,intensity_C3,-0.05828324187997831,0.5831649239503363,-0.08719541328236981,0.4111568024142208
4,PC3,intensity_C4,0.6678849085174912,4.778769994398767e-13,0.5726867335562988,3.0033665845028245e-09
4,PC3,shift_C1,-0.5913316477357204,6.76212779653006e-10,-0.5541168975951585,1.2122638920837217e-08
4,PC3,shift_C2,-0.5782665497935806,1.9412290533305894e-09,-0.5166268514094601,1.5858601846055122e-07
4,PC3,shift_C3,-0.8095182563634016,2.6937003457740276e-22,-0.7956203217072783,4.462909431487481e-21
4,PC4,siphon_length,-0.7251330923702516,4.3748003518968033e-16,-0.736184105749323,9.225660368675701e-17
4,PC4,siphon_position,-0.15110249244170534,0.15279649255146377,0.0724478420130594,0.494953084111576
4,PC4,intensity_C0,0.23556681640428614,0.02458681587767028,0.3615543876413442,0.00042953153901348503
4,PC4,intensity_C1,0.8804055960366183,1.3876975596722834e-30,0.8506131549609811,1.4026000806971262e-26
4,PC4,intensity_C2,0.12832717198343982,0.2254128565738004,0.15669692626214365,0.13799226001930925
4,PC4,intensity_C3,-0.1255540859969573,0.23568078341068788,-0.2272973403408186,0.03025389802999376
4,PC4,intensity_C4,0.5618181846587147,6.867500367751446e-09,0.5570313744226788,9.79343834843405e-09
4,PC4,shift_C1,-0.4886982256923684,8.890643461901123e-07,-0.3642936773371556,0.00038536942468388695
4,PC4,shift_C2,-0.6763151828292165,1.8821556897936907e-13,-0.6109571587832459,1.2660667293880957e-10
4,PC4,shift_C3,-0.23008412716238333,0.0282319929675069,-0.287147634973722,0.005785076917001853
5,PC1,siphon_length,-0.04650563116050692,0.6615750157136105,-0.026453256888039497,0.8034357305411279
5,PC1,siphon_position,0.4415788217301101,1.1782624410039976e-05,0.4350215002388916,1.6391990666835576e-05
5,PC1,intensity_C0,0.43889966102880984,1.3495396850721585e-05,0.42427138079311993,2.775791284821256e-05
5,PC1,intensity_C1,-0.2073541023670118,0.04858920147063628,-0.22595954769867815,0.03126715127800006
5,PC1,intensity_C2,-0.9047783405773926,9.446049136192351e-35,-0.9233635929288104,9.076670179252748e-39
5,PC1,intensity_C3,-0.665269259956982,6.341912860441507e-13,-0.6371078197165153,1.1262239189991803e-11
5,PC1,intensity_C4,-0.03302422402796218,0.7559824355687093,-0.03194776238254499,0.7636997155130529
5,PC1,shift_C1,0.0629987438895422,0.5530126885114413,0.06016881669055583,0.5710178613443375
5,PC1,shift_C2,-0.20249446126711595,0.05423394038941878,-0.26260551043159736,0.011911029003589108
5,PC1,shift_C3,-0.15956032063431583,0.1308485731739068,-0.1585284280936455,0.13338974161437198
5,PC2,siphon_length,-0.35962317388480813,0.0004634069821727573,-0.2873706004140787,0.005745572020852203
5,PC2,siphon_position,-0.7315195182313294,1.7963064625540124e-16,-0.745230132186654,2.4323527467278133e-17
5,PC2,intensity_C0,0.6090997939965456,1.490935989610907e-10,0.6665392578436057,5.529671604613577e-13
5,PC2,intensity_C1,-0.030530846730649736,0.7738929226625256,-0.007994903647077561,0.9400449146212487
5,PC2,intensity_C2,-0.046090858118858574,0.664410889414408,0.015320910973084887,0.8853897398312455
5,PC2,intensity_C3,0.3837148496379398,0.0001736199913058779,0.4069915591654722,6.240138767244776e-05
5,PC2,intensity_C4,-0.14644089501392163,0.166014098368468,-0.09746774964166267,0.3580324211763044
5,PC2,shift_C1,-0.6059321551653851,1.965594899137156e-10,-0.5761904761904763,2.285652953440934e-09
5,PC2,shift_C2,-0.3324773531370878,0.0012823148966112142,-0.26373626373626374,0.01153704672066483
5,PC2,shift_C3,-0.005238828530323647,0.9606923987642424,-0.02594362159579551,0.8071485452095548
5,PC3,siphon_length,-0.413650086558281,4.5909559369965465e-05,-0.3162605510431597,0.002257948059495783
5,PC3,siphon_position,-0.40078685535272496,8.258342564604144e-05,-0.34636088549132027,0.0007706249814951016
5,PC3,intensity_C0,-0.2454015771148397,0.019047830533608482,-0.15257206561554387,0.14879733621605876
5,PC3,intensity_C1,0.2776598122994413,0.007705630344532174,0.24155120242076766,0.021073355185080002
5,PC3,intensity_C2,-0.19388475946301353,0.06554968744090409,-0.1955088389870999,0.06327993993979433
5,PC3,intensity_C3,-0.03510113003502718,0.7411608854493729,-0.05484949832775919,0.6055842943233176
5,PC3,intensity_C4,0.5047612183935639,3.361207881320057e-07,0.37238413760152894,0.00027813290484578847
5,PC3,shift_C1,-0.5817097375396608,1.476844581142692e-09,-0.5497372193024368,1.6641203838696563e-08
5,PC3,shift_C2,-0.5230874999224917,1.0407725950141391e-07,-0.4387004300047778,1.3631669803503711e-05
5,PC3,shift_C3,-0.818864413757098,3.570928111352297e-23,-0.8131868131868133,1.2352403314210098e-22
5,PC4,siphon_length,-0.6629572710291014,8.125274889361123e-13,-0.6206243032329989,5.3129687520795765e-11
5,PC4,siphon_position,-0.09392738452596022,0.3758418584453087,0.011912724956203219,0.910765394149412
5,PC4,intensity_C0,0.0070769385370876015,0.9469182433985616,0.3220895046982003,0.001848952325968751
5,PC4,intensity_C1,0.7271528788309687,3.3103583828212064e-16,0.8011785316133141,1.4912952894782815e-21
5,PC4,intensity_C2,0.1292492088586825,0.22206944980823004,0.17905717470934865,0.08946281210175167
5,PC4,intensity_C3,-0.09966495923002161,0.34724673243406673,-0.073355629877369,0.48954893326922233
5,PC4,intensity_C4,0.33231532016983795,0.0012897817414739665,0.5126612517916866,2.044906993933923e-07
5,PC4,shift_C1,-0.45656670120271453,5.397145658349291e-06,-0.28313425704730055,0.006538522141757381
5,PC4,shift_C2,-0.5905148792349836,7.23292706312547e-10,-0.464022933588151,3.6092893354764495e-06
5,PC4,shift_C3,-0.2133146147113717,0.04233697470925264,-0.231947762382545,0.026944715873261856
5,PC5,siphon_length,-0.28058656750573413,0.007060665477689749,-0.19276954929128842,0.06714613394181822
5,PC5,siphon_position,0.2160059656919071,0.039741530788418314,0.29358178053830225,0.004736945182553208
5,PC5,intensity_C0,-0.17111159053871233,0.10486322033958098,-0.059308807134894094,0.5765434347297016
5,PC5,intensity_C1,-0.20668405434416506,0.049337400530551495,-0.22607103041885654,0.031181634279708412
5,PC5,intensity_C2,-0.21394527200378496,0.0417164815177789,-0.22936773371555982,0.028740505826139472
5,PC5,intensity_C3,-0.5687183805668832,4.0762930017517124e-09,-0.599792960662526,3.329739379539144e-10
5,PC5,intensity_C4,-0.676920040150267,1.758365802515443e-13,-0.7474597865902214,1.736094620042447e-17
5,PC5,shift_C1,-0.18128534042092875,0.08548226139228811,-0.06004140786749483,0.5718348989677945
5,PC5,shift_C2,-0.4282647457750669,2.2872566864894472e-05,-0.30582895365504065,0.003197610909099836
5,PC5,shift_C3,0.01662563064698161,0.8757045312581908,0.046440516005733394,0.6620199046319539
6,PC1,siphon_length,-0.028652985385117888,0.7874611492020456,-0.0519350215002389,0.624905454146206
6,PC1,siphon_position,0.3622602311746552,0.00041772842219334384,0.3725433986303551,0.00027632946379372843
6,PC1,intensity_C0,0.4152650819193823,4.257437809559518e-05,0.39732441471571905,9.633172099515218e-05
6,PC1,intensity_C1,-0.21860926922665264,0.03735864140362399,-0.2106704889313585,0.04502262049372194
6,PC1,intensity_C2,-0.8758600995613619,6.586126939933808e-30,-0.9006211180124225,5.7652516641657404e-34
6,PC1,intensity_C3,-0.33327462934061486,0.0012461427324887684,-0.34263417741678615,0.0008855311809939991
6,PC1,intensity_C4,-0.052430874166277314,0.6215998273942913,-0.07791049530179965,0.4629112965297403
6,PC1,shift_C1,0.056495256182629496,0.594791510197718,0.06085363911450868,0.5666356708291176
6,PC1,shift_C2,-0.1857903149536024,0.07786472396988384,-0.2758082497212932,0.008139962689752934
6,PC1,shift_C3,-0.0858800691747342,0.4182762211491178,-0.08311833094441791,0.433454391124081
6,PC2,siphon_length,-0.3566438707608117,0.0005204964357048208,-0.296735148909062,0.004287850335152054
6,PC2,siphon_position,-0.6105313159374539,1.3145473639285794e-10,-0.6141423793597707,9.541440749535568e-11
6,PC2,intensity_C0,0.5902405918266828,7.397962123381888e-10,0.6580347189042841,1.367251596350396e-12
6,PC2,intensity_C1,-0.01901352558460709,0.8580269911351043,-0.011307533046663482,0.9152814677442955
6,PC2,intensity_C2,-0.04123702661041517,0.6979395623664604,0.06693741041567129,0.5284180519316953
6,PC2,intensity_C3,0.19841928744403275,0.0593723514566666,0.23471890428412168,0.02512287509931334
6,PC2,intensity_C4,-0.14248980357121688,0.17786369548087397,-0.12494027711419017,0.23799682530314809
6,PC2,shift_C1,-0.6067196949088416,1.8355843888150606e-10,-0.5812868291129162,1.5275435568176333e-09
6,PC2,shift_C2,-0.3411153921469595,0.0009366812731575042,-0.29659181398311835,0.004307409571534957
6,PC2,shift_C3,-0.027827242286990093,0.793447839716724,-0.03831820353559484,0.7183896844939552
6,PC3,siphon_length,-0.3488196962314852,0.0007024442824436934,-0.24075489727663643,0.02151452807792875
6,PC3,siphon_position,-0.35234140185406215,0.0006143591486194505,-0.3553909858257685,0.0005463738988706018
6,PC3,intensity_C0,-0.28185943137588926,0.006795365848302228,-0.1573658225832139,0.1362975922395753
6,PC3,intensity_C1,0.1677487387807286,0.111973636430032,0.1581462016244625,0.13434049292572667
6,PC3,intensity_C2,-0.18871966977537707,0.07321000910093947,-0.1783882783882784,0.0906859879252741
6,PC3,intensity_C3,-0.00859408799997198,0.9355608146347411,-0.017900939640070074,0.8662552866278036
6,PC3,intensity_C4,0.5227409066501469,1.0647925435412448e-07,0.42888995062908103,2.218484333580991e-05
6,PC3,shift_C1,-0.5744893724952373,2.6107469840661123e-09,-0.5405319318362797,3.191686347674303e-08
6,PC3,shift_C2,-0.4837657133741954,1.186838641815136e-06,-0.38826246217550564,0.00014300398450157973
6,PC3,shift_C3,-0.455352050539471,5.757628502311232e-06,-0.4501035196687371,7.591864831940515e-06
6,PC4,siphon_length,-0.6180116075987264,6.737985249357776e-11,-0.5694059563624781,3.8672853980746585e-09
6,PC4,siphon_position,-0.029173946250789465,0.7836904670587228,-0.008536391145086798,0.935992513870673
6,PC4,intensity_C0,-0.00963259745125819,0.9277937871409924,0.30471412645325696,0.003316347242490536
6,PC4,intensity_C1,0.5410514984634356,3.0780909696192966e-08,0.6906991559165472,3.5691223228561e-14
6,PC4,intensity_C2,0.12964991697779232,0.2206273765219433,0.1923554706163402,0.06774684606000468
6,PC4,intensity_C3,-0.03302281991444983,0.7559924864378481,0.013011626055104315,0.9025724940809027
6,PC4,intensity_C4,0.3768199409481944,0.00023175020239717055,0.466268514094601,3.191429938208343e-06
6,PC4,shift_C1,-0.45260479626877576,6.658218412657477e-06,-0.28463131071826725,0.006247892370884992
6,PC4,shift_C2,-0.57726005489382,2.1014914984307805e-09,-0.4287943940117853,2.2288687799793645e-05
6,PC4,shift_C3,-0.13821440304797109,0.19137054834072723,-0.09874183787227266,0.3517531622862703
6,PC5,siphon_length,-0.22196553446711528,0.03446403758344632,-0.1146201624462494,0.27931397113406076
6,PC5,siphon_position,0.19503435728086638,0.06393635485308265,0.22272654881350534,0.033834581354741794
6,PC5,intensity_C0,-0.18921097299500778,0.07245171051729582,-0.07450230928491798,0.4827675260669786
6,PC5,intensity_C1,-0.30560323158711955,0.003221339644419677,-0.2998566650740564,0.0038810713205311965
6,PC5,intensity_C2,-0.22384972868584024,0.03292324173988615,-0.2533205924510273,0.015402366882404789
6,PC5,intensity_C3,-0.2632832943129255,0.011685612630071276,-0.27039337474120084,0.009536182893561115
6,PC5,intensity_C4,-0.5948770094885311,5.037921572171001e-10,-0.632457397674789,1.760991011407362e-11
6,PC5,shift_C1,-0.1829600948155357,0.08258404458099398,-0.06297181079789775,0.5531827499159332
6,PC5,shift_C2,-0.3965639083307314,9.962307858480706e-05,-0.29049211657907315,0.005217077071507669
6,PC5,shift_C3,0.02596748412988011,0.8069746049167302,0.05781175346392738,0.5862207052738411
6,PC6,siphon_length,0.4163410145146243,4.047935019704012e-05,0.3793119923554706,0.0002089338716011716
6,PC6,siphon_position,-0.5159630576617058,1.6551746631624754e-07,-0.5021978021978022,3.938810677248721e-07
6,PC6,intensity_C0,-0.12651773956022921,0.2320764065039897,-0.14852683548335724,0.15999871542046987
6,PC6,intensity_C1,0.4047524585674657,6.908574907479379e-05,0.3718745023092849,0.0002839770223433473
6,PC6,intensity_C2,-0.1743741457961181,0.09830651959984486,-0.132712215320911,0.20982445873904196
6,PC6,intensity_C3,0.8644574312352643,2.538844888795485e-28,0.8411689759515848,1.7277489160170803e-25
6,PC6,intensity_C4,0.1305398959746829,0.2174481539961447,0.24194935499283327,0.020855689644294236
6,PC6,shift_C1,-0.08828589950092701,0.4053084322530322,-0.12423952858735468,0.24066016731172699
6,PC6,shift_C2,0.2938351328183739,0.004699376222591384,0.2673196368848543,0.010418714598123007
6,PC6,shift_C3,0.824200339068766,1.0685559800244395e-23,0.8129638477464565,1.2958132122403783e-22
7,PC1,siphon_length,-0.04298711295765396,0.6857794507824022,-0.06657111004937091,0.5306820699105486
7,PC1,siphon_position,0.35351185169978816,0.0005874001696139068,0.3669851887243192,0.00034607664327838543
7,PC1,intensity_C0,0.26664675465575305,0.010621178049487184,0.2699315177576047,0.009664458145278049
7,PC1,intensity_C1,-0.20033271204745967,0.056912301961970516,-0.18706800445930885,0.07580616369133707
7,PC1,intensity_C2,-0.8252857086705722,8.318629203268632e-24,-0.8475075648988694,3.2633620770529415e-26
7,PC1,intensity_C3,-0.27917575444294285,0.007365361602982237,-0.268434464086638,0.01009069862747327
7,PC1,intensity_C4,-0.014395457756332539,0.8922698783991002,-0.06993151775760471,0.5100953028093691
7,PC1,shift_C1,0.04612898058213852,0.6641500417142281,0.0571747093486224,0.5903610302686974
7,PC1,shift_C2,-0.1891577122135666,0.07253360877260852,-0.2587673196368849,0.013260385088972313
7,PC1,shift_C3,-0.08585557718635214,0.41840945926307394,-0.08487020226150663,0.4237903083109026
7,PC2,siphon_length,-0.35884184629621263,0.0004777952926231635,-0.31627647714604235,0.0022567275733973665
7,PC2,siphon_position,-0.5899532280430395,7.574734434191714e-10,-0.6095238095238096,1.4364499401234322e-10
7,PC2,intensity_C0,0.421945012486027,3.103682770369657e-05,0.38377130116260555,0.00017320537890464904
7,PC2,intensity_C1,-0.025375641191767245,0.811291452884755,-0.002930402930402931,0.9780067997590385
7,PC2,intensity_C2,-0.0677678910670516,0.5233030168430596,0.022630992196209586,0.8313825134102452
7,PC2,intensity_C3,0.13910758556895048,0.18848924803656233,0.17053670966714446,0.10605312076479002
7,PC2,intensity_C4,-0.2341919575818,0.025461002285412954,-0.20269151138716357,0.05399502932571433
7,PC2,shift_C1,-0.5892291218990826,8.038305432422318e-10,-0.5781971651536869,1.9518905492631377e-09
7,PC2,shift_C2,-0.34942588124309226,0.0006865047289811092,-0.30864787386526515,0.002914187589357731
7,PC2,shift_C3,-0.04376393221328126,0.6804071893859068,-0.05900621118012423,0.5784934959124595
7,PC3,siphon_length,-0.33050507528866335,0.0013759253893377739,-0.2417582417582418,0.020959927517596663
7,PC3,siphon_position,-0.33964231528049876,0.000988847896514148,-0.3350692785475395,0.001168085293831252
7,PC3,intensity_C0,-0.16497191546232878,0.11812207117303494,-0.016658703615225354,0.8754592551190916
7,PC3,intensity_C1,0.14996986016112113,0.15593317725078293,0.14437012263099222,0.17214953251464896
7,PC3,intensity_C2,-0.15077116361860396,0.15370914285526766,-0.15359133620003185,0.14607008056519155
7,PC3,intensity_C3,-0.012796973211769036,0.9041720727062205,-0.040293040293040296,0.7045306844946047
7,PC3,intensity_C4,0.5192445401134667,1.3384794750917304e-07,0.4095715878324574,5.5447292829943676e-05
7,PC3,shift_C1,-0.5271554672256016,7.947342252043387e-08,-0.48072941551202425,1.414659560498141e-06
7,PC3,shift_C2,-0.45621793106760056,5.498418298153994e-06,-0.3651696129957,0.00037215344991251763
7,PC3,shift_C3,-0.3984997552725775,9.144297362900547e-05,-0.354562828475872,0.0005641200123420603
7,PC4,siphon_length,-0.5908717474175768,7.023481075070984e-10,-0.5071508201942985,2.8959212110034604e-07
7,PC4,siphon_position,-0.027697109344760263,0.7943924140244432,0.006927854753941711,0.948034898814831
7,PC4,intensity_C0,0.02090276130476086,0.8440899926392129,0.1626851409460105,0.12337823487522073
7,PC4,intensity_C1,0.48868674751089125,8.896668782981979e-07,0.5956999522216914,4.702802806112529e-10
7,PC4,intensity_C2,0.11787322670006001,0.2658032232572164,0.20697563306258962,0.0490106539459398
7,PC4,intensity_C3,-0.043267612902703805,0.6838377740311702,-0.014237935977066412,0.893441758345801
7,PC4,intensity_C4,0.3091236090701242,0.002868643948571946,0.3879280140149705,0.00014507284698268074
7,PC4,shift_C1,-0.42004775715670795,3.3975085982570076e-05,-0.25562987736900783,0.014460178405886868
7,PC4,shift_C2,-0.5528894041070181,1.3254355493632053e-08,-0.3753145405319318,0.0002466246230347928
7,PC4,shift_C3,-0.1364762645924736,0.1970686249626285,-0.08834209268991877,0.4050083936210248
7,PC5,siphon_length,-0.206881031632474,0.04911646920835182,-0.10834527791049531,0.30665148982176454
7,PC5,siphon_position,0.19630324364242996,0.06219319586607704,0.20992196209587513,0.04580804884658564
7,PC5,intensity_C0,-0.09747168386670481,0.35801292552978753,-0.017693900302595954,0.8677880780869455
7,PC5,intensity_C1,-0.29813049293404875,0.004101540869721267,-0.3009077878643096,0.0037520627133189747
7,PC5,intensity_C2,-0.21486281957447392,0.040827251020929045,-0.2557732122949515,0.01440338124638493
7,PC5,intensity_C3,-0.23215597692270867,0.026804038337754035,-0.24400382226469186,0.019762895729265616
7,PC5,intensity_C4,-0.50363080322228,3.605245702533964e-07,-0.5545787545787546,1.1721204238479832e-08
7,PC5,shift_C1,-0.1707610285141315,0.1055875748543274,-0.03326962892180284,0.754226412979057
7,PC5,shift_C2,-0.38887039515100474,0.00013931315492063438,-0.2729574773053034,0.008850822313395477
7,PC5,shift_C3,0.01875804180141112,0.8599151520516508,0.02989329511068642,0.7784920791577005
7,PC6,siphon_length,0.3991794264880994,8.8722073771562e-05,0.38725911769390037,0.00014929392681331958
7,PC6,siphon_position,-0.5065276518820613,3.010989425828838e-07,-0.4821786908743431,1.301196789191853e-06
7,PC6,intensity_C0,-0.09238442576599018,0.38376886947876704,-0.05935658544354197,0.5762358091440862
7,PC6,intensity_C1,0.3837742922738285,0.00017318343602027846,0.3552317247969422,0.0005497463910321567
7,PC6,intensity_C2,-0.17032388218899347,0.10649629553178311,-0.11356903965599617,0.2837759603080649
7,PC6,intensity_C3,0.7005660323798746,1.07786240763569e-14,0.6365185539098582,1.1923539042653434e-11
7,PC6,intensity_C4,0.05667270950524741,0.5936329584825253,0.19976110845676065,0.057638308957445504
7,PC6,shift_C1,-0.09202456289884715,0.38563204428159237,-0.07720974677496417,0.4669569504668969
7,PC6,shift_C2,0.28133978282605565,0.006902592097665272,0.29444179009396404,0.004610492040198156
7,PC6,shift_C3,0.7685084438533513,5.990452358014083e-19,0.7886606147475713,1.6803639724831462e-20
7,PC7,siphon_length,-0.23427327140412474,0.025408574255983765,-0.19743589743589743,0.06067002410183436
7,PC7,siphon_position,-0.22583909807270242,0.03135976891315962,-0.19450549450549454,0.0646745053891369
7,PC7,intensity_C0,-0.7607301164801594,2.1638767888996718e-18,-0.7574295269947444,3.67756270671031e-18
7,PC7,intensity_C1,0.3305728607328802,0.0013726079508251765,0.29168657429526995,0.005026560773424591
7,PC7,intensity_C2,-0.32905844430020603,0.0014484792139482245,-0.2895524765089983,0.0053714285640928654
7,PC7,intensity_C3,0.5762168825830866,2.2809258144204913e-09,0.5758082497212932,2.355136325130749e-09
7,PC7,intensity_C4,0.40143926876919256,8.02063978747128e-05,0.31323459149546107,0.002500919708452309
7,PC7,shift_C1,-0.31095239062217017,0.0026994564830153086,-0.28186016881669057,0.006795214733447736
7,PC7,shift_C2,-0.22661750685629695,0.030765287667778845,-0.1875139353400223,0.07509806096955304
