-1.505004769300374967e+01,9.613275246394035189e-01,-1.743467854856016741e+00,-1.135040652720803012e+00,2.667413290299013306e-01,9.231091837743841122e-01,-2.669369311032641634e-01,4.849640166477175107e+00,-2.297988891862993710e-01,-1.104794410067717392e+00
-3.334223132750048890e+00,4.434154778370787753e+00,5.008112113570663659e+00,9.970645556029262835e+00,3.680341544987078550e-01,1.093776356626279700e+00,-4.914006419567579442e+00,6.282314745299042436e-01,-1.715943728686421421e+00,-1.971059825755301809e+00
-1.652536644269008148e+00,-2.524531302512382225e-01,2.298682906427397254e-01,-2.995419129812737058e+00,3.320301320825807867e+00,4.432091822140084680e+00,1.919859688978870604e+00,2.750018587635641332e+00,-1.363955556178097606e+00,5.022295829084156615e+00
1.055609086202646596e+00,-1.882671472232900212e-01,-3.878896001818439299e-01,8.600413476996395801e-01,2.863344324812805208e+00,4.891614887387654598e+00,-8.337865857734235719e-01,8.022574112756883924e-01,-1.931710309601816666e+00,3.965848418735459013e+00
3.420189116083542036e+00,4.852101129249995815e+00,-1.483034935179738056e+00,-5.262285243779236676e-01,3.513128547645841593e+00,3.588769065726888030e+00,-3.159026654807013390e+00,1.563858547881156191e+00,2.096583190599890401e+00,2.169366271107917576e+00
6.417805577067231759e+00,2.125386447722003247e+00,3.411746448448363278e+00,-4.604405092923183673e+00,4.516091546392921430e+00,1.632274075016416193e+00,-3.342459649147176304e+00,1.504139809642015102e+00,-1.445322128975550235e+00,3.201754687156540768e+00
-7.454507563707417184e+00,2.223584457551786464e+00,-4.629360308240452859e+00,1.001563923160445846e+00,-4.819437191246342067e+00,-3.601629235996070211e+00,-4.513494835820473838e+00,-1.380963996496227253e+00,-1.462997325671786975e+00,-1.701932803320160836e+00
3.618938143844009581e+00,-2.302281131245089263e+00,-3.882250565846466106e+00,1.356584034362322277e-01,-5.306832778560951702e+00,2.314362324479738220e+00,-4.548165478936639694e+00,1.377574231940460248e+00,-7.003143045682276302e-01,1.175756820724468271e-01
-6.060564726837118776e+00,-7.652945653674783522e+00,1.598692995073251799e+00,-2.243634090022433636e+00,1.632404205773135164e+00,-2.310401676749672950e-01,-3.571146290005136059e-01,-1.352348128271704031e+00,-3.739404587085019660e+00,5.802384741514386018e-02
-3.538073964535677796e+00,-4.405794528306363311e+00,-1.099855811652540094e+00,1.831011215477595488e+00,-5.922379502558689168e+00,-3.265732067565561891e+00,-2.122528880131659079e+00,1.390579016180204963e+00,-4.955949054709948842e-01,1.437355706195549754e+00
