version,4
n_node,351
0,250.661010325,170.750007033,431.853865953,-3.252192857,-2.549995527,6.613471326,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000, -141.901,32.001, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
1,250.333931680,170.497197719,432.515470828,-3.307973620,-2.484288372,6.621203605,0.000000000,0.000000000,0.000000000,0.780137167,0.028393978,0.000000000, -143.093,31.997, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
2,249.995696884,170.257529836,433.178622160,-3.475315907,-2.287166909,6.644400442,0.000000000,0.000000000,0.000000000,1.562194173,0.056323822,0.000000000, -146.650,32.053, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
3,249.635149782,170.044144814,433.844866402,-3.754219719,-1.958631137,6.683061838,0.000000000,0.000000000,0.000000000,2.349219440,0.082951466,0.000000000, -152.448,32.359, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
4,249.241134222,169.870184085,434.515750012,-4.144685056,-1.498681057,6.737187791,0.000000000,0.000000000,0.000000000,3.146461821,0.106812888,-0.000000000, -160.120,33.192, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
5,248.802494053,169.748789080,435.192819446,-4.646711918,-0.907316667,6.806778302,0.000000000,0.000000000,0.000000000,3.962283471,0.125877285,-0.000000000, -168.951,34.821, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
6,248.308073121,169.693101229,435.877621158,-5.260300305,-0.184537969,6.891833372,0.000000000,0.000000000,0.000000000,4.808750587,0.138087500,-0.000000000, -177.991,37.370, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
7,247.746715274,169.716261963,436.571701605,-5.985450217,0.669655037,6.992352999,0.000000000,0.000000000,0.000000000,5.701726913,0.142252522,-0.000000000, 173.616,40.740, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
8,247.107264360,169.831412713,437.276607243,-6.822161653,1.655262353,7.108337185,0.000000000,0.000000000,0.000000000,6.660397412,0.138722989,-0.000000000, 166.362,44.642, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
9,246.378564226,170.051694910,437.993884528,-7.770434614,2.772283977,7.239785929,0.000000000,0.000000000,0.000000000,7.706349053,0.129289167,-0.000000000, 160.365,48.732, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
10,245.549458720,170.390249986,438.725079914,-8.830269101,4.020719910,7.386699230,0.000000000,0.000000000,0.000000000,8.862498772,0.116389375,0.042035238, 155.519,52.717, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
11,244.614914851,170.852719830,439.466784194,-9.817970229,5.175583983,7.400407156,0.000000000,0.000000000,0.000000000,10.142098646,0.074269705,0.060244631, 152.204,56.305, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
12,243.594392282,171.414748181,440.195765502,-10.549843118,6.011890028,7.132239770,0.000000000,0.000000000,0.000000000,11.516418816,0.050185756,0.095323596, 150.323,59.571, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
13,242.513473836,172.044479235,440.883836305,-11.025887766,6.529638046,6.582197073,0.000000000,0.000000000,0.000000000,12.944139838,0.041089154,0.124077532, 149.366,62.812, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
14,241.397742337,172.710057190,441.502809073,-11.246104174,6.728828035,5.750279066,0.000000000,0.000000000,0.000000000,14.383229161,0.047751696,0.095569828, 149.107,66.310, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
15,240.272780609,173.379626241,442.024496274,-11.210492342,6.609459996,4.636485747,0.000000000,0.000000000,0.000000000,15.792491074,0.067886390,0.058440030, 149.477,70.390, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
16,239.164171477,174.021330588,442.420710378,-10.919052269,6.171533930,3.240817117,0.000000000,0.000000000,0.000000000,17.133305861,0.101365480,0.038558244, 150.525,75.512, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
17,238.097497763,174.603314426,442.663263854,-10.371783957,5.415049835,1.563273176,0.000000000,0.000000000,0.000000000,18.372390276,0.153945211,0.029203605, 152.431,82.390, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
18,237.098342293,175.093721954,442.723969170,-9.568687404,4.340007712,-0.396146076,0.000000000,0.000000000,0.000000000,19.487063471,0.235909135,0.024900442, 155.603,92.159, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
19,236.192287890,175.460697368,442.574638795,-8.509762611,2.946407561,-2.637440639,0.000000000,0.000000000,0.000000000,20.475954313,0.349946912,0.022395309, 160.902,106.324, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
20,235.404917379,175.672384865,442.187085198,-7.195009578,1.234249383,-5.160610513,0.000000000,0.000000000,0.000000000,21.378706609,0.445556929,-0.007771965, 170.266,125.257, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
21,234.752371489,175.708767212,441.545829405,-5.907691124,-0.441309759,-7.584399003,0.000000000,0.000000000,0.000000000,22.294320505,0.309899988,-0.010323355, -175.728,142.007, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
22,234.213022574,175.597181450,440.686226667,-4.931070069,-1.725112797,-9.527549416,0.000000000,0.000000000,0.000000000,23.315234557,0.184746017,-0.014022927, -160.718,151.263, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
23,233.755800895,175.376803190,439.656340791,-4.265146413,-2.617159733,-10.990061750,0.000000000,0.000000000,0.000000000,24.463399684,0.102615222,-0.024124753, -148.466,155.519, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
24,233.349636712,175.086808040,438.504235586,-3.909920155,-3.117450566,-11.971936006,0.000000000,0.000000000,0.000000000,25.718952524,0.049078195,-0.068560343, -141.434,157.330, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
25,232.963460284,174.766371613,437.277974859,-3.865391296,-3.225985296,-12.473172184,0.000000000,0.000000000,0.000000000,27.043915583,0.016394737,-0.494802162, -140.152,158.019, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
26,232.566201872,174.454669518,436.025622419,-4.131559836,-2.942763924,-12.493770283,0.000000000,0.000000000,0.000000000,28.394233722,0.037118337,-0.095110716, -144.539,157.903, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
27,232.126791737,174.190877365,434.795242072,-4.708425775,-2.267786449,-12.033730305,0.000000000,0.000000000,0.000000000,29.727089065,0.077621927,-0.025637501, -154.282,156.525, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
28,231.614160137,174.014170765,433.634897627,-5.595989112,-1.201052871,-11.093052249,0.000000000,0.000000000,0.000000000,31.007876171,0.129581969,-0.012400976, -167.887,152.709, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
29,230.997237334,173.963725328,432.592652892,-6.794249848,0.257436809,-9.671736114,0.000000000,0.000000000,0.000000000,32.220069462,0.193705878,-0.007688237, 177.830,144.893, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
30,230.244953588,174.078716664,431.716571673,-8.303207983,2.107682593,-7.769781901,0.000000000,0.000000000,0.000000000,33.380531501,0.254040565,-0.022536414, 165.757,132.208, 0.000,0.000,0.000, 0,0.000,0,1076728344,0
