#fname degree numKnot L1 L2 L3 L4 MSE traceH AIC AIC0 GCV GCV2 cv_avr cv_stdev cv_error ts_avr ts_stdev ts_error sigma0 sigma_opt
BG_0002_ICA_R_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0 6.89615897819194e-005 120.000000000001 -107.368159147764 2241.78124438572 -0.0272855949865132 0.0146922434542779 0.569674635733077 1.0816245627698 1.15517962310248 0.0179658939013124 10.5739803224005 10.5748711291475 1 0.000102971836337464 
BG_0002_ICA_R_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0 5.5733336170926e-005 121 -145.085786275152 2247.77759338772 -0.0236835799405394 0.0132933642246878 0.561797431605729 1.20539860328019 1.27434941295877 0.579627820190773 8.18554379164524 8.19653869232271 1 9.61985068440199e-005 
BG_0002_ICA_R_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0001 7.13680433174012e-005 112.676437110305 -144.859411875011 2197.84053122872 -0.0375892808987643 0.0142761838299441 0.522660876551977 1.0448717281599 1.13869882313181 0.12443011062444 6.91687435605668 6.91694289881239 1 0.000102971836337464 
BG_0002_ICA_R_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0001 5.87905719575696e-005 113.596814349135 -180.733484648059 2203.35932327961 -0.0326626919522237 0.0130307190356167 0.5099804784265 1.14441501758485 1.23539620379114 0.393252620886924 6.63407584896839 6.63834470515952 1 9.61985068440199e-005 
BG_0002_ICA_R_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0002 7.53227350989168e-005 109.044522738872 -156.05096155279 2176.05013649506 -0.0468452998372534 0.014347342022865 0.503412010308731 1.02947117280199 1.13246849922495 0.426107113346676 6.77296441332312 6.77837923805701 1 0.000102971836337464 
BG_0002_ICA_R_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0002 6.37866679370946e-005 109.918476837704 -188.469373610096 2181.29067713351 -0.0410064049180171 0.0132724996025531 0.489763202595935 1.11242810844819 1.21377011246886 0.109367222059367 5.66640175047387 5.6665872938622 1 9.61985068440199e-005 
BG_0002_ICA_R_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.0005 8.72793793904286e-005 102.35575862705 -164.135619899068 2135.92085185795 -0.0829968735029623 0.0148492500874326 0.478717232106741 0.998707782971565 1.11535070226257 0.350335222642203 5.85931725438805 5.86256491899918 1 0.000102971836337464 
BG_0002_ICA_R_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.0005 7.82507544899257e-005 103.154318228005 -187.555886055985 2140.70971756321 -0.0729607120229045 0.0141252068035829 0.469034094969679 1.0543942418045 1.16963575700022 -0.419418405002901 5.24202467721979 5.27342730787207 1 9.61985068440199e-005 
BG_0002_ICA_R_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.001 0.000102971836337464 96.336796808474 -158.188199406811 2099.81141206461 -0.215267259287577 0.0155886739153609 0.465523275640219 0.969090050313096 1.09499005605647 -0.374626919082881 5.43078000266832 5.45656599666935 1 0.000102971836337464 
BG_0002_ICA_R_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.001 9.61985068440199e-005 97.0749848169307 -172.538575324139 2104.23867067641 -0.177802247205871 0.0151294167122922 0.461202316625536 1.00544020749089 1.12924832891192 -0.561610866386353 4.69852288788199 4.75289051607277 1 9.61985068440199e-005 
