,PC_Num,Dataset,Feature,Slope,Intercept,R_Squared,P_Value,Std_Error
5,0,Non-Standard,Tortuosity,0.0328843655011377,1.795767773230831,0.5587655264038034,1.7238847348323944e-17,0.0030975218567011
2,0,Standard,Tortuosity,0.0178839045702088,1.795767773230831,0.5223051589130504,6.095365837879901e-16,0.0018129275897856
8,0,Tangent,Tortuosity,0.4416283638834611,1.795767773230831,0.6946022903980182,1.2011849720058336e-24,0.0310403591411897
