s,curvature,torsion
0,0.0628402792920399,0
0.0212837635347254,0.0525099772615108,0
0.0425672553451364,0.0414039719928376,0
0.0638505520716459,0.0299536422844665,0
0.0851337185777419,0.0185904106674619,0
0.106416809422806,0.00774600254520293,0
0.127699870863859,0.0021547642320689,0
0.148982942702185,0.0106660143359267,0
0.170266059366228,0.0173681669279558,0
0.191549249760371,0.0218272914244561,0
0.21283253561009,0.0236121481663908,0
0.234115928337864,0.0224457727832903,0
0.255399425845751,0.0186676493061412,0
0.27668301184142,0.0127713385850343,0
0.297966657193019,0.00525044800524951,0
0.319250322691304,0.00340285605647919,0
0.340533963118021,0.0126928640694034,0
0.361817532287511,0.0221278303205571,0
0.383100988540204,0.0312140872576501,0
0.404384300060443,0.0394581644207362,0
0.425667449366986,0.0463665184596889,0
0.446950436348297,0.0515528295600108,0
0.468233278615855,0.055059965413225,0
0.489516008236029,0.0570381217264483,0
0.510798667101615,0.0576375406295698,0
0.532081302247495,0.0570085181122069,0
0.553363961395718,0.0553013999303568,0
0.574646688908844,0.0526665693767922,0
0.595929522268032,0.0492544307398661,0
0.617212489137679,0.0452153926290849,0
0.638495605031306,0.0406998561563827,0
0.659778871584861,0.0358487817603923,0
0.681062276149226,0.030765394640054,0
0.702345793825017,0.0255434787553927,0
0.72362939058477,0.0202768200109772,0
0.744913026633237,0.0150592469310192,0
0.766196659905453,0.00998478151508252,0
0.787480249631995,0.00514855976563423,0
0.80876375990238,0.00068314923105454,0
0.830047163162091,0.00346286666431829,0
0.851330443586154,0.00702678633120201,0
0.872613600226685,0.00999479918302179,0
0.893896648504592,0.0123267227036629,0
0.915179617806555,0.0139955483352827,0
0.936462547451608,0.014974439086,0
0.957745482458816,0.0152365422043491,0
0.9790284692098,0.014754958989064,0
1.00031155105012,0.0135027513211496,0
1.0215947638801,0.0114529809356423,0
1.04287813179225,0.00857887241263328,0
1.06416166281974,0.00485493782823124,0
1.08544534495127,0.00041746428527402,0
1.10672914459254,0.00474138662181738,0
1.1280130108876,0.00989868655601982,0
1.14929688243744,0.0148014243783074,0
1.17058069407258,0.0190680909523605,0
1.19186438332543,0.0223190113210124,0
1.21314789636533,0.0241747344977343,0
1.23443119324012,0.0242558166082173,0
1.25571425239863,0.0221828006323366,0
1.27699707464648,0.0175763230994869,0
1.29827968679617,0.0102714209956446,0
1.31956214272859,0.000996162238468927,0
1.34084451811701,0.00948145433380064,0
1.36212690389406,0.0201103823992277,0
1.38340940063294,0.030043806756134,0
1.40469211271362,0.0383776247152119,0
1.42597514096133,0.0442090623427351,0
1.44725857265753,0.0466358417072372,0
1.46854246831044,0.0447561320977308,0
1.48982684533416,0.0376685285002895,0
1.51111166003844,0.0248399980863627,0
1.53239679598104,0.00721588345557888,0
1.55368207174425,0.0139430448023187,0
1.57496726217778,0.0372716997094011,0
1.59625212657099,0.0614991016016304,0
1.61753644048621,0.0853191553667498,0
1.63882002722921,0.107427676085681,-0.0442894872805233
1.66010278453914,0.126519711996502,-0.0844298414779043
1.68138470225839,0.141289447544346,-0.129007140976305
1.70266586749449,0.150430857213134,-0.188609044070584
1.72394645500308,0.153027908693889,-0.257620638926951
1.74522670063143,0.149722166834381,-0.328121733674014
1.76650686213172,0.141545651776669,-0.40800740224713
1.78778718295881,0.129531244825694,-0.504219325458305
1.80906786575537,0.114711778489233,-0.624137304254345
1.83034905635953,0.0981188733623538,0
1.8516308376918,0.0807813049891303,0
